1100	36.05
1500	43.85
2100	53.25
2500	58.90
3100	66.65
3500	70.60
4100	76.95
4500	80.75
5100	86.60
5500	90.30
6100	96.00
6500	99.45
7100	104.70
7500	108.25
8100	113.60
8500	117.20
9100	122.80
9500	126.55
10100	133.00
10300	135.05
10500	137.00
10700	139.25
10900	141.55
11100	143.70
11300	145.55
11500	148.35
11700	150.70
11900	153.20
12100	155.80
12300	158.80
12500	162.40
13100	170.60
13500	177.70
14100	190.40
14500	200.50
14900	214.00
15000	218.00
15100	222.50
15200	227.00
15300	232.50
