# pid_debug_capture v1
# port: /dev/tty.usbserial-210
# alias: X
# duration_s: 8.0
# set_pid: 2000 25 175000
# move_rotations: 2.0
# move_time_s: 2.0
# move_delay_s: 1.0
# capture_started: 2026-07-07 12:16:50
# move_sent_at_s: 1.006369
# n_samples: 1920
# timeouts: 0
t_s,error,p_term,i_term,d_term,output
0.000000,1296,2592000,1860000,1968480,3135
0.004018,1294,2588000,7100800,-530396,4472
0.008122,238,476000,9798000,-2034096,4023
0.012156,-1332,-2664000,8154500,-2039564,1685
0.016544,-2724,-5448000,1514075,-1361532,-2586
0.020871,-2611,-5222000,-8587050,1033452,-6238
0.025497,-562,-1124000,-14332975,3133164,-6017
0.029917,2574,5148000,-10482775,3433904,-928
0.034263,3874,7748000,1491600,207784,4613
0.038385,1961,3922000,11663575,-2515280,6382
0.042593,-740,-1480000,13786100,-3942428,4084
0.046777,-3089,-6178000,7162225,-2515280,-748
0.052624,-3875,-7750000,-5145875,120296,-6238
0.056953,-500,-1000000,-15912175,3494052,-6552
0.061252,2860,5720000,-12029100,4385336,-939
0.065515,4606,9212000,1832075,404632,5590
0.069687,2295,4590000,13174725,-2739468,7337
0.073918,-442,-884000,16363275,-3783856,5711
0.078089,-3271,-6542000,9800825,-3045676,104
0.082252,-4424,-8848000,-3548350,-333548,-6216
0.086376,-2081,-4162000,-14321825,2963656,-7578
0.090446,959,1918000,-16333325,4516568,-4833
0.094533,4096,8192000,-8159875,3997108,1967
0.098574,3908,7816000,6426300,-2963656,5507
0.102725,1639,3278000,15416050,-3247992,7542
0.106727,-1364,-2728000,16115850,-4532972,4324
0.110757,-3771,-7542000,7915275,-2980060,-1273
0.114870,-4162,-8324000,-5894250,1170152,-6371
0.119154,-1662,-3324000,-15267300,3346416,-7444
0.123257,1653,3306000,-15591825,4718884,-3695
0.127543,4624,9248000,-5231825,3450308,3646
0.132196,3283,6566000,9682225,-3373756,6286
0.136544,507,1014000,16955200,-3155036,7233
0.142775,-2552,-5104000,13238675,-3455776,2285
0.147859,-3673,-7346000,-8588425,2220008,-6696
0.152060,-947,-1894000,-16264825,3723708,-7048
0.156330,2353,4706000,-14050850,4281444,-2472
0.160676,4955,9910000,-863100,2034096,5411
0.164757,2662,5324000,12454650,-3155036,7140
0.169018,116,232000,17102575,-3576072,6718
0.173133,-2982,-5964000,12177425,-3904152,1128
0.177360,-4589,-9178000,-382575,-1503700,-5402
0.181744,-2486,-4972000,-12887475,3472180,-7025
0.185919,492,984000,-16572925,4008044,-5655
0.190082,3863,7726000,-9225600,4111936,1276
0.194239,4214,8428000,5691200,-1880992,5976
0.198348,1742,3484000,15351900,-3231588,7619
0.202437,-1126,-2252000,16395850,-3986172,4960
0.206582,-3729,-7458000,8174100,-2941784,-1087
0.210729,-4207,-8414000,-5750525,694436,-6577
0.214830,-1636,-3272000,-15194350,3346416,-7383
0.219010,1560,3120000,-15561025,4768096,-3747
0.223185,4572,9144000,-5152025,3264396,3543
0.227255,3415,6830000,9308525,-3040208,6396
0.231337,1025,2050000,16537475,-3379224,7426
0.235525,-1940,-3880000,15067175,-3926024,3545
0.239672,-4272,-8544000,4507250,-2630108,-3255
0.243808,-3494,-6988000,-9300850,2449664,-6757
0.247932,-882,-1764000,-16316200,3215184,-7258
0.252069,2462,4924000,-13785100,4565780,-2097
0.256234,4897,9794000,-1059725,1919268,5202
0.260351,2785,5570000,12115425,-2892572,7223
0.264375,184,368000,17088100,-3926024,6606
0.268409,-2650,-5300000,13054875,-3570604,2043
0.272700,-4477,-8954000,968000,-1563848,-4663
0.276761,-2733,-5466000,-11964100,3368288,-6866
0.280848,-13,-26000,-16640525,4084596,-6144
0.285007,3235,6470000,-11525175,4270508,-383
0.289056,4652,9304000,2868025,-486652,5706
0.293152,2380,4760000,13866975,-2624640,7814
0.297198,-447,-894000,17039125,-3947896,5956
0.301231,-3238,-6476000,10922350,-3401096,510
0.305297,-4572,-9144000,-2012975,-896752,-5886
0.309441,-2323,-4646000,-13440775,3417500,-7163
0.313584,515,1030000,-16518575,3920556,-5648
0.317754,3966,7932000,-9077525,4461888,1619
0.321833,4160,8320000,5898225,-2214540,5861
0.325960,1735,3470000,15365050,-3324544,7573
0.330094,-1189,-2378000,16409825,-4051788,4873
0.334258,-3779,-7558000,8004950,-2881636,-1189
0.338437,-4098,-8196000,-6197725,1323256,-6382
0.342583,-1595,-3190000,-15342400,3187844,-7492
0.346875,1588,3176000,-15451400,4248636,-3919
0.351025,4708,9416000,-4295800,3094888,4011
0.355068,3314,6628000,9998025,-2990996,6658
0.359233,879,1758000,16700950,-3510456,7299
0.363423,-2204,-4408000,14595050,-4133808,2956
0.367533,-4313,-8626000,3392775,-2050500,-3557
0.371593,-3306,-6612000,-9974725,2919912,-6673
0.375806,-723,-1446000,-16425600,3417500,-7058
0.379961,2694,5388000,-13205725,4522036,-1609
0.384076,4882,9764000,206100,1192024,5450
0.388198,2629,5258000,12726725,-3105824,7265
0.392292,65,130000,17190500,-3537796,6730
0.396415,-2960,-5920000,12272300,-3772920,1259
0.400555,-4537,-9074000,-421850,-1115472,-5181
0.404667,-2526,-5052000,-12672650,3477648,-6957
0.408760,96,192000,-16643400,3461244,-6343
0.412909,3532,7064000,-10515275,4254104,392
0.417140,4487,8974000,4211300,-1192024,5856
0.421300,1933,3866000,14927200,-3373756,7529
0.425496,-921,-1842000,16729675,-3969768,5331
0.429563,-3675,-7350000,8721550,-3018336,-804
0.433704,-4300,-8600000,-4876675,683500,-6247
0.437806,-1817,-3634000,-14872025,3209716,-7469
0.441932,1335,2670000,-15897975,4653268,-4187
0.445986,4460,8920000,-6416325,3844004,3099
0.450031,3720,7440000,8036225,-3007400,6088
0.454092,1229,2458000,16148800,-3920556,7171
