# pid_debug_capture v1
# port: /dev/tty.usbserial-210
# alias: X
# duration_s: 8.0
# set_pid: 2000 25 350000
# move_rotations: 2.0
# move_time_s: 2.0
# move_delay_s: 1.0
# capture_started: 2026-07-07 12:24:18
# move_sent_at_s: 1.006828
# n_samples: 1937
# timeouts: 0
t_s,error,p_term,i_term,d_term,output
0.000000,-1162,-2324000,-1800625,-3160793,-3557
0.004132,-1400,-2800000,-6813625,317173,-4539
0.008218,-424,-848000,-10110625,3817013,-3487
0.012321,1261,2522000,-8838300,4363863,-953
0.016454,2743,5486000,-2102950,3029549,3131
0.020654,2861,5722000,7368950,-437480,6178
0.024686,1441,2882000,14610250,-4046690,6565
0.028735,-785,-1570000,15634850,-6124720,3877
0.032816,-2469,-4938000,10247300,-3631084,819
0.036906,-2997,-5994000,937850,-54685,-2496
0.040982,-2013,-4026000,-7461375,3576399,-3863
0.045051,-112,-224000,-10950050,5348193,-2845
0.049174,1839,3678000,-8043325,5020083,320
0.053315,2902,5804000,-23050,1717109,3661
0.057441,2405,4810000,9216675,-2843620,5460
0.061559,639,1278000,14516775,-5862232,4850
0.065715,-1378,-2756000,13234425,-4823217,2761
0.069873,-2749,-5498000,5984750,-2329581,-900
0.073987,-2493,-4986000,-3125125,2428014,-2775
0.078147,-1104,-2208000,-9275500,4374800,-3471
0.082332,868,1736000,-9569900,4921650,-1422
0.086434,2348,4696000,-4120125,3510777,1995
0.090513,2579,5158000,3990350,-10937,4462
0.094637,1598,3196000,10782475,-2788935,5464
0.098691,-218,-436000,13008800,-4746658,3821
0.102700,-1740,-3480000,9665450,-3335785,1391
0.106832,-2296,-4592000,2958775,-404669,-995
0.110916,-1708,-3416000,-3754275,2056156,-2497
0.115005,-330,-660000,-7108850,4112312,-1785
0.119167,932,1864000,-6019475,2756124,-683
0.123326,1681,3362000,-1502100,1181196,1485
0.127444,1524,3048000,3827375,-678094,3026
0.131567,715,1430000,7457950,-1903038,3411
0.135754,-189,-378000,8123600,-1487432,3056
0.139842,-760,-1520000,6279125,-514039,2073
0.143974,-784,-1568000,3719025,-185929,960
0.148051,-274,-548000,2060600,1170259,1310
0.152121,68,136000,1804950,524976,1204
0.156267,163,326000,2244475,120307,1314
0.160537,32,64000,2546625,-251551,1152
0.164736,49,98000,2626100,218740,1437
0.168858,92,184000,2813300,306236,1613
0.172960,74,148000,2965000,339047,1686
0.177040,51,102000,3054850,196866,1638
0.181122,79,158000,3206175,229677,1755
0.185243,16,32000,3307125,-21874,1620
0.189279,45,90000,3378950,174992,1779
0.193368,39,78000,3491575,10937,1748
0.197514,-40,-80000,3581600,-656220,1389
0.201657,29,58000,3639700,65622,1838
0.205862,56,112000,3728375,306236,2025
0.210115,46,92000,3783825,339047,2058
0.214337,30,60000,3842025,54685,1932
0.218482,54,108000,3935825,273425,2108
0.222623,-28,-56000,3969150,-404669,1713
0.226698,1,2000,4034425,-251551,1848
0.230867,25,50000,4108200,32811,2046
