# pid_debug_capture v1
# port: /dev/tty.usbserial-210
# alias: X
# duration_s: 8.0
# set_pid: 2000 25 175000
# move_rotations: 2.0
# move_time_s: 2.0
# move_delay_s: 1.0
# capture_started: 2026-07-07 12:16:37
# move_sent_at_s: 1.007798
# n_samples: 1917
# timeouts: 0
t_s,error,p_term,i_term,d_term,output
0.000000,1537,3074000,2213850,2318432,3714
0.004171,1633,3266000,8872150,-688968,5590
0.008336,275,550000,12133975,-1968480,5232
0.012473,-1772,-3544000,9635275,-2624640,1693
0.016751,-3189,-6378000,1408000,-1459956,-3140
0.020850,-2776,-5552000,-9537250,1531040,-6620
0.024970,-660,-1320000,-15381700,3258928,-6564
0.029071,2293,4586000,-12705400,3778388,-2120
0.033225,4191,8382000,-1563425,1438084,4032
0.037268,2811,5622000,10326475,-2176264,6725
0.041361,231,462000,15309575,-3882280,5805
0.045495,-2769,-5538000,11052150,-3789324,842
0.049652,-4401,-8802000,-1046425,-1410744,-5498
0.053968,-2573,-5146000,-13161125,3209716,-7372
0.058048,357,714000,-17357800,4357996,-5999
0.062352,3693,7386000,-10845875,4445484,481
0.066640,4383,8766000,4931475,-1651336,5882
0.070879,1937,3874000,15287750,-3346416,7722
0.075007,-1206,-2412000,16452225,-3986172,4909
0.079153,-3982,-7964000,7449625,-2980060,-1706
0.083644,-4148,-8296000,-6973100,1695080,-6628
0.088174,-1242,-2484000,-16844275,3712772,-7625
0.092353,2249,4498000,-15220075,4292380,-3139
0.096782,5050,10100000,-2599200,2602768,4933
0.101129,3045,6090000,12115775,-2624640,7608
0.105899,-71,-142000,17320350,-4352528,6263
0.109968,-3471,-6942000,10625025,-3800260,-57
0.114103,-4595,-9190000,-2893225,-328080,-6060
0.118333,-2289,-4578000,-14445875,3351884,-7652
0.122426,708,1416000,-17284125,4275976,-5660
0.126513,4080,8160000,-9420800,4352528,1510
0.130567,4287,8574000,5681625,-1984884,5992
0.134673,1895,3790000,15438200,-3362820,7747
0.138793,-1156,-2312000,16557975,-3991640,5007
0.143007,-3939,-7878000,7938400,-3351884,-1607
0.147235,-4168,-8336000,-6568975,1323256,-6632
