# pid_debug_capture v1
# port: /dev/tty.usbserial-210
# alias: X
# duration_s: 8.0
# set_pid: 2000 50 700000
# move_rotations: 2.0
# move_time_s: 2.0
# move_delay_s: 1.0
# capture_started: 2026-07-07 12:40:59
# move_sent_at_s: 1.004255
# n_samples: 1912
# timeouts: 0
t_s,error,p_term,i_term,d_term,output
0.000000,-241,-482000,-599200,-1750000,-1382
0.004286,-135,-270000,-2041500,743750,-766
0.008487,-133,-266000,-2797600,-721875,-1848
0.012731,-200,-400000,-3725300,-831250,-2420
0.016860,-108,-216000,-4614700,21875,-2348
0.021013,-102,-204000,-5028850,-1181250,-3132
0.025239,6,12000,-5422350,1465625,-1926
0.029578,-44,-88000,-5754300,-87500,-2895
0.033748,1,2000,-5886450,109375,-2820
0.037924,-87,-174000,-5916100,-1662500,-3785
0.042090,-7,-14000,-5881450,-240625,-2996
0.046220,9,18000,-5865350,306250,-2706
0.050423,42,84000,-5855950,700000,-2477
0.054679,7,14000,-5832900,-65625,-2873
0.058953,35,70000,-5823600,918750,-2361
0.063096,-10,-20000,-5766350,-481250,-3060
0.067278,22,44000,-5671000,175000,-2662
0.071450,7,14000,-5408200,-962500,-3104
0.075587,47,94000,-5211600,525000,-2242
0.079780,68,136000,-5031950,809375,-1995
0.083941,40,80000,-4902000,415625,-2152
0.088166,0,0,-4729200,-656250,-2630
0.092317,18,36000,-4637250,284375,-2108
0.096478,-38,-76000,-4496900,-1531250,-2981
0.100621,-3,-6000,-4480150,87500,-2148
0.104787,46,92000,-4346200,284375,-1938
0.108963,-26,-52000,-4252850,-787500,-2486
0.113141,81,162000,-4124550,940625,-1476
0.117429,-29,-58000,-4065650,-568750,-2291
0.121593,31,62000,-3971600,284375,-1770
0.125810,18,36000,-3951600,371875,-1730
0.129989,10,20000,-3884050,-153125,-1962
0.134137,17,34000,-3861350,350000,-1698
0.138278,32,64000,-3803350,284375,-1687
0.142427,-34,-68000,-3802300,-721875,-2242
0.146577,39,78000,-3704700,525000,-1515
0.150806,-13,-26000,-3735300,-87500,-1879
0.154974,-8,-16000,-3680750,-306250,-1955
0.159114,-72,-144000,-3710700,-1400000,-2566
0.163318,-62,-124000,-3743700,-1531250,-2636
0.167459,3,6000,-3736750,109375,-1768
0.171633,7,14000,-3714950,175000,-1722
0.175800,31,62000,-3691000,656250,-1452
0.179894,61,122000,-3644750,1246875,-1111
0.184061,20,40000,-3652950,612500,-1465
0.188205,-73,-146000,-3667250,-1487500,-2588
0.192346,45,90000,-3654550,984375,-1260
0.196421,7,14000,-3621700,87500,-1719
0.200694,0,0,-3605850,109375,-1707
0.204845,24,48000,-3605300,437500,-1523
0.208977,-18,-36000,-3568300,-634375,-2070
0.213119,-88,-176000,-3559950,-1815625,-2711
0.217239,36,72000,-3585800,765625,-1342
0.221349,49,98000,-3589400,1093750,-1171
0.225539,56,112000,-3543450,1115625,-1131
0.229668,-103,-206000,-3558950,-2078125,-2853
0.233835,47,94000,-3519250,765625,-1299
0.237953,-88,-176000,-3532100,-1750000,-2665
0.242113,47,94000,-3511550,875000,-1241
0.246267,2,4000,-3489450,-21875,-1713
0.250383,-5,-10000,-3450650,-175000,-1775
0.254504,66,132000,-3453700,1443750,-917
0.258662,26,52000,-3426300,656250,-1327
0.262842,-48,-96000,-3407900,-1028125,-2213
0.267013,-37,-74000,-3486700,-634375,-2048
0.271186,-4,-8000,-3506650,-175000,-1802
0.275315,-90,-180000,-3529150,-1903125,-2740
0.279460,39,78000,-3545100,809375,-1298
0.283567,-18,-36000,-3566550,-240625,-1877
0.287759,28,56000,-3568300,568750,-1437
0.291982,9,18000,-3630650,393750,-1572
0.296116,20,40000,-3636550,393750,-1564
0.300241,5,10000,-3633450,196875,-1673
0.304449,32,64000,-3652200,809375,-1357
0.308601,-6,-12000,-3641900,-131250,-1848
0.312768,-6,-12000,-3662800,131250,-1730
0.316867,31,62000,-3654600,590625,-1466
0.320998,-28,-56000,-3698000,-371875,-2015
0.325188,-5,-10000,-3739050,43750,-1809
0.329342,4,8000,-3741450,131250,-1759
0.333463,-15,-30000,-3701200,-525000,-2078
0.337574,-10,-20000,-3700900,-415625,-2020
0.341877,-50,-100000,-3676000,-1531250,-2591
0.346036,-8,-16000,-3674750,-240625,-1920
0.350133,-65,-130000,-3719200,-1356250,-2542
0.354278,-58,-116000,-3717750,-1006250,-2363
0.358477,-26,-52000,-3690200,-612500,-2126
0.362714,23,46000,-3715900,437500,-1578
0.366964,1,2000,-3683900,21875,-1787
0.371095,68,136000,-3677900,1334375,-1078
0.375325,-37,-74000,-3648350,-831250,-2223
0.379533,28,56000,-3636450,371875,-1567
0.383668,-71,-142000,-3661700,-1356250,-2520
0.387877,34,68000,-3615350,328125,-1572
0.392081,-30,-60000,-3603250,-634375,-2098
0.396229,-6,-12000,-3599700,-240625,-1881
0.400436,-39,-78000,-3563950,-1006250,-2270
0.404557,-5,-10000,-3580350,-131250,-1817
0.408710,-7,-14000,-3623650,371875,-1595
0.412901,20,40000,-3636150,437500,-1542
0.417072,-19,-38000,-3642400,-415625,-2000
0.421194,60,120000,-3649750,1159375,-1157
0.425341,12,24000,-3691300,350000,-1620
0.429560,-1,-2000,-3642200,-109375,-1833
0.433688,-38,-76000,-3676350,-743750,-2195
0.437923,-10,-20000,-3677500,-240625,-1923
0.442188,-71,-142000,-3703050,-1421875,-2572
0.446370,24,48000,-3723500,721875,-1442
0.450500,-20,-40000,-3707200,-328125,-1990
0.454605,63,126000,-3707100,1421875,-1054
0.458782,12,24000,-3691650,218750,-1684
0.462981,-32,-64000,-3690850,-743750,-2197
0.467199,20,40000,-3685500,371875,-1598
0.471533,46,92000,-3715050,1159375,-1203
0.475700,-32,-64000,-3704900,-415625,-2043
0.479953,75,150000,-3717700,1465625,-1026
0.484185,6,12000,-3713200,-65625,-1839
0.488332,69,138000,-3723750,1465625,-1035
0.492451,21,42000,-3744950,678125,-1477
0.496570,133,266000,-3717650,2734375,-350
0.500717,-28,-56000,-3711600,-678125,-2171
0.505077,27,54000,-3697850,284375,-1640
0.509293,3,6000,-3690450,109375,-1746
0.513517,29,58000,-3671350,481250,-1529
0.517708,-35,-70000,-3700850,-678125,-2172
0.521895,-28,-56000,-3651150,-765625,-2184
0.526035,62,124000,-3675250,1575000,-965
0.530189,17,34000,-3674600,415625,-1575
0.534406,57,114000,-3665300,1290625,-1104
0.538628,38,76000,-3656300,809375,-1353
0.542812,-6,-12000,-3661900,-109375,-1847
0.547010,-17,-34000,-3616800,-525000,-2039
0.551155,39,78000,-3635750,1093750,-1203
0.555354,19,38000,-3629000,503125,-1508
0.559581,4,8000,-3606600,-196875,-1853
0.563868,-66,-132000,-3603950,-1400000,-2508
0.568140,-25,-50000,-3595550,-612500,-2079
0.572403,55,110000,-3610550,1246875,-1100
0.576647,-70,-140000,-3645750,-1509375,-2586
0.580791,7,14000,-3675100,218750,-1681
0.584923,-17,-34000,-3655850,-678125,-2133
0.589150,32,64000,-3668400,875000,-1333
0.593327,-7,-14000,-3652050,-218750,-1897
0.597514,31,62000,-3671650,787500,-1378
0.601619,-48,-96000,-3664650,-1050000,-2349
0.605817,78,156000,-3632100,1618750,-907
0.609983,-4,-8000,-3622350,0,-1773
0.614226,72,144000,-3583850,1312500,-1039
0.618331,-15,-30000,-3575600,-437500,-1974
0.622696,-12,-24000,-3554550,-437500,-1961
0.627015,-28,-56000,-3543750,-546875,-2025
0.631215,-5,-10000,-3527150,-415625,-1930
0.635455,-7,-14000,-3531650,-21875,-1742
0.639659,42,84000,-3528600,875000,-1255
0.643835,74,148000,-3512700,1531250,-895
0.648051,-23,-46000,-3532750,-350000,-1918
0.652180,12,24000,-3540700,-262500,-1845
0.656279,5,10000,-3502400,21875,-1695
0.660469,-12,-24000,-3475200,-503125,-1954
0.664803,-1,-2000,-3439800,-284375,-1819
0.668974,-35,-70000,-3405150,-984375,-2178
0.673153,-38,-76000,-3407350,-700000,-2043
0.677388,-24,-48000,-3439150,-459375,-1927
0.681632,8,16000,-3403550,306250,-1505
0.685856,42,84000,-3414050,1115625,-1081
0.690020,-21,-42000,-3415200,-415625,-1891
0.694218,-31,-62000,-3393750,-678125,-2018
0.698354,46,92000,-3435950,1268750,-1013
0.702546,36,72000,-3419700,678125,-1304
0.706659,-28,-56000,-3383550,-481250,-1914
0.710876,40,80000,-3431700,984375,-1156
0.714993,2,4000,-3445000,153125,-1605
0.719096,-59,-118000,-3499250,-940625,-2226
