# pid_debug_capture v1
# port: /dev/tty.usbserial-210
# alias: X
# duration_s: 8.0
# set_pid: 2000 100 350000
# move_rotations: 2.0
# move_time_s: 2.0
# move_delay_s: 1.0
# capture_started: 2026-07-07 12:36:30
# move_sent_at_s: 1.004153
# n_samples: 1884
# timeouts: 0
t_s,error,p_term,i_term,d_term,output
0.000000,-490,-980000,-2313300,-1596802,-2388
0.004076,-266,-532000,-9113900,1246818,-4101
0.008199,663,1326000,-7230800,2985801,-1425
0.012502,991,1982000,4128400,295299,3128
0.020854,20,40000,12496000,-3620147,4353
0.025117,-1116,-2232000,-11356800,1028078,-6133
0.029240,758,1516000,-14698500,5457563,-3772
0.033366,2208,4416000,6788300,1651487,6277
0.037404,-409,-818000,21820600,-7830892,6431
0.041507,-2188,-4376000,4183600,-3871698,-1984
0.045513,-746,-1492000,-20688300,7360601,-7236
0.049566,1330,2660000,-16476600,5577870,-4023
0.053619,2304,4608000,8918200,929645,7059
0.057699,-330,-660000,21131000,-6387208,6877
0.061845,-2067,-4134000,4778800,-3598273,-1442
0.066060,-795,-1590000,-20225400,7076239,-7197
0.070203,1380,2760000,-15872700,5610681,-3663
0.074288,2108,4216000,10613500,-1104637,6702
0.079364,-431,-862000,20713600,-6288775,6622
0.086110,-2329,-4658000,-4187100,-2340518,-5462
0.090437,1309,2618000,-16754300,5971602,-3987
0.094572,2220,4440000,9082300,120307,6661
0.098656,-249,-498000,20844400,-5315382,7339
0.102785,-2020,-4040000,4578700,-3335785,-1366
0.106911,-825,-1650000,-20261900,6868436,-7345
0.111173,1375,2750000,-16153400,5818484,-3704
0.115336,2107,4214000,11369300,-1323377,6963
0.119416,-481,-962000,20658400,-5927854,6723
0.123520,-2150,-4300000,2900000,-3762328,-2521
0.127543,-627,-1254000,-20640400,7962136,-6803
0.131626,1362,2724000,-15670800,5162264,-3801
0.135753,2205,4410000,10613300,-32811,7320
0.139793,-387,-774000,20543600,-5227886,7100
0.143837,-2082,-4164000,3723100,-3674832,-2010
0.147841,-821,-1642000,-20230600,7141861,-7193
0.151991,1340,2680000,-16122300,5566933,-3845
0.156111,2220,4440000,10413100,-21874,7242
0.160214,-365,-730000,20750400,-5610681,7036
0.164309,-2047,-4094000,3645400,-3204541,-1784
0.168401,-833,-1666000,-20403600,6595011,-7556
0.172516,1372,2744000,-15850400,5359130,-3783
0.176624,2179,4358000,10923300,-689031,7125
0.180731,-377,-754000,20771900,-5304445,7184
0.184843,-2146,-4292000,3065100,-3740454,-2425
0.188929,-667,-1334000,-20797000,7251231,-7266
0.193035,1414,2828000,-15536400,5293508,-3621
0.197051,2202,4404000,11361200,-524976,7442
0.201227,-408,-816000,20742800,-5555996,7017
0.205387,-2138,-4276000,2878100,-3685769,-2482
0.209558,-621,-1242000,-20944600,7076239,-7378
0.213692,1582,3164000,-14111200,5523185,-2648
0.217778,2012,4024000,13334500,-1892101,7552
