# pid_debug_capture v1
# port: /dev/tty.usbserial-210
# alias: X
# duration_s: 8.0
# set_pid: 2000 25 350000
# move_rotations: 2.0
# move_time_s: 2.0
# move_delay_s: 1.0
# capture_started: 2026-07-07 12:23:52
# move_sent_at_s: 1.007430
# n_samples: 1950
# timeouts: 0
t_s,error,p_term,i_term,d_term,output
0.000000,-1115,-2230000,-2539850,-1323377,-2975
0.004058,-1251,-2502000,-7238475,634346,-4446
0.008115,-379,-758000,-10197350,3357659,-3710
0.012189,1195,2390000,-8959275,4199808,-1157
0.016211,2374,4748000,-2964200,2274896,1982
0.020322,2497,4994000,4951700,-142181,4787
0.024505,1414,2828000,11428300,-3248289,5375
0.028561,-252,-504000,13113075,-3171730,4608
0.032734,-1618,-3236000,9743200,-2777998,1821
0.036864,-1550,-3100000,4255200,995267,1050
0.041027,-520,-1040000,781050,2788935,1235
0.045196,591,1182000,1018125,2592069,2340
0.049260,1019,2038000,3766300,864023,3256
0.053290,608,1216000,6396725,-1082763,3188
0.057449,12,24000,7287100,-1071826,3047
0.061525,-348,-696000,6554575,-371858,2679
0.065656,-250,-500000,5525300,317173,2609
0.069701,-15,-30000,5135200,371858,2674
0.073801,116,232000,5276225,667157,3015
0.078059,50,100000,5401625,317173,2841
0.082140,-18,-36000,5424250,-328110,2471
0.086248,8,16000,5499900,-262488,2565
0.090337,-75,-150000,5543225,-831212,2228
0.094444,3,6000,5566625,-98433,2673
0.098463,-6,-12000,5640150,-415606,2545
0.102528,4,8000,5705925,-207803,2689
0.106542,75,150000,5739775,776527,3255
0.110560,-12,-24000,5778575,-295299,2666
0.114658,76,152000,5806675,798401,3299
0.118763,37,74000,5796100,448417,3085
0.122859,12,24000,5874275,-251551,2757
0.126972,5,10000,5907700,10937,2895
0.131042,0,0,5906450,-87496,2841
0.135090,-17,-34000,5924050,-207803,2775
0.139169,-1,-2000,5934800,-21874,2886
0.143214,8,16000,5926575,54685,2928
0.147264,87,174000,5970575,820275,3401
0.151343,-7,-14000,6003775,-262488,2797
0.155446,33,66000,5991375,459354,3182
0.159483,43,86000,5990400,503102,3213
0.163560,61,122000,6008175,579661,3276
0.167726,-52,-104000,5998675,-568724,2601
0.171931,-8,-16000,6028625,-185929,2845
0.176078,17,34000,6046025,185929,3060
0.180196,19,38000,6020400,339047,3124
0.184215,-35,-70000,6018325,-339047,2739
0.188217,-37,-74000,6020850,-415606,2701
0.192315,-36,-72000,6032650,-448417,2692
0.196359,22,44000,6035975,196866,3065
0.200376,5,10000,6055900,-65622,2930
0.204474,-18,-36000,6069750,-196866,2850
0.208528,38,76000,6044725,546850,3256
0.212593,3,6000,6058100,-131244,2897
0.216698,-38,-76000,6063325,-349984,2753
0.220813,-16,-32000,6082425,-371858,2773
0.224952,-27,-54000,6096475,-284362,2812
0.229025,0,0,6076375,21874,2978
0.233087,-37,-74000,6053675,-404669,2722
0.237091,42,84000,6047725,470291,3224
0.241152,-23,-46000,6046750,-306236,2781
0.245318,39,78000,6047075,514039,3242
0.249389,-23,-46000,6048300,-196866,2835
0.253446,-10,-20000,6032000,-43748,2914
0.257503,12,24000,6021150,109370,3005
0.261591,-32,-64000,6018175,-404669,2710
0.265737,29,58000,6017900,229677,3079
0.269796,-23,-46000,6013275,-273425,2780
0.273855,-33,-66000,6027175,-382795,2724
0.277970,-3,-6000,6041850,-174992,2862
0.282096,-10,-20000,6029525,-109370,2881
0.286241,8,16000,6051250,-10937,2957
0.290503,-13,-26000,6049625,-185929,2850
0.294615,-21,-42000,6052700,-207803,2833
0.298721,-73,-146000,6066125,-929645,2437
0.302851,40,80000,6067550,481228,3237
0.307003,63,126000,6061900,699968,3363
0.311249,16,32000,6042100,284362,3105
0.315349,-90,-180000,6027775,-951519,2391
0.319445,15,30000,6042150,54685,2992
0.323551,-86,-172000,6029875,-842149,2449
0.327706,0,0,6041250,87496,2993
0.331839,-40,-80000,6053250,-426543,2708
0.336046,80,160000,6044775,962456,3500
0.340229,-19,-38000,6029450,-185929,2835
0.344327,-12,-24000,6046275,-207803,2839
0.348387,-18,-36000,6055800,-284362,2801
0.352386,-33,-66000,6049900,-404669,2724
0.356513,6,12000,6054800,-43748,2941
0.360594,34,68000,6056325,448417,3209
0.364686,-31,-62000,6058400,-349984,2757
0.368706,28,56000,6071500,240614,3109
0.372774,-3,-6000,6062400,-21874,2947
0.377008,43,86000,6075025,503102,3254
0.381268,-34,-68000,6072425,-349984,2761
0.385431,72,144000,6052925,754653,3394
0.389506,-48,-96000,6075750,-514039,2669
0.393600,-74,-148000,6058275,-820275,2485
0.397643,61,122000,6050500,710905,3361
0.401709,49,98000,6046675,590598,3289
0.405830,-50,-100000,6047750,-546850,2637
0.409918,-13,-26000,6062050,-317173,2792
0.414002,6,12000,6067200,153118,3043
0.418089,-23,-46000,6059250,-229677,2824
0.422137,-3,-6000,6054600,54685,2980
0.426349,-19,-38000,6070375,-240614,2828
0.430423,-3,-6000,6055950,120307,3013
0.434482,62,124000,6033950,765590,3381
0.438572,-102,-204000,6010525,-1039015,2328
0.442626,33,66000,5997825,371858,3142
0.446714,63,126000,5972000,885897,3410
0.450724,6,12000,6001375,-43748,2915
0.454729,16,32000,5998850,196866,3041
0.458774,-18,-36000,6008450,-218740,2809
0.462965,-35,-70000,6014100,-393732,2710
0.466984,39,78000,6013625,459354,3199
0.471012,10,20000,6017725,131244,3012
0.475013,-8,-16000,6008975,-109370,2873
0.479079,7,14000,5991850,65622,2965
0.483166,66,132000,5992750,645283,3306
0.487282,60,120000,6003125,612472,3289
0.491349,57,114000,6001825,612472,3285
0.495362,9,18000,6019900,87496,2991
0.499497,-25,-50000,6027850,-262488,2791
0.503565,-20,-40000,6024325,-174992,2837
0.507600,13,26000,6029025,218740,3063
0.511697,-16,-32000,6044525,-218740,2829
0.515783,22,44000,6033750,262488,3096
0.519886,13,26000,6032750,87496,3001
0.523937,-2,-4000,6032300,21874,2954
0.527958,-30,-60000,6031675,-317173,2761
0.532090,-17,-34000,6048100,-295299,2792
0.536174,-27,-54000,6046675,-284362,2787
0.540337,-12,-24000,6038725,-153118,2862
0.544414,27,54000,6055375,262488,3111
0.548510,0,0,6058825,0,2958
0.552539,51,102000,6059825,612472,3308
0.556612,-43,-86000,6083575,-535913,2667
0.560735,31,62000,6088550,382795,3190
0.564866,-7,-14000,6098300,-196866,2875
0.568982,28,56000,6113075,306236,3162
0.573112,67,134000,6106650,765590,3421
0.577229,0,0,6100225,-54685,2952
0.581239,-24,-48000,6101475,-218740,2849
0.585249,15,30000,6097625,196866,3088
0.589332,-52,-104000,6065175,-481228,2676
0.593485,-13,-26000,6090950,-207803,2860
0.597653,-75,-150000,6053475,-667157,2557
0.601726,22,44000,6057475,229677,3091
0.605783,-26,-52000,6056325,-349984,2761
0.609826,-58,-116000,6029325,-579661,2604
0.613938,-65,-130000,6042950,-809338,2492
0.618093,-68,-136000,6031150,-721842,2526
0.622224,-67,-134000,6018075,-732779,2515
0.626310,26,52000,6025400,317173,3122
0.630417,98,196000,6025775,1104637,3577
0.634576,-10,-20000,6019975,-54685,2903
0.638737,27,54000,6038400,207803,3076
0.642846,-50,-100000,6039150,-524976,2644
0.646932,33,66000,6028750,360921,3152
0.651032,27,54000,6032950,240614,3090
0.655294,32,64000,6035050,360921,3154
0.659371,11,22000,6045925,98433,3011
0.663441,74,148000,6056125,787464,3414
0.667556,-7,-14000,6057675,-131244,2887
0.671683,-10,-20000,6063375,-174992,2865
0.675712,78,156000,6063200,842149,3448
0.679775,-47,-94000,6062875,-524976,2658
0.683785,-20,-40000,6041000,-98433,2882
0.688025,-32,-64000,6035025,-393732,2723
0.692150,0,0,6024950,98433,2990
0.696283,-7,-14000,6013275,-87496,2887
0.700300,-51,-102000,6011150,-568724,2608
0.704436,-58,-116000,5984975,-557787,2593
0.708569,20,40000,5991875,120307,3004
0.712672,-40,-80000,5967150,-295299,2730
0.716867,7,14000,5979525,-43748,2905
0.721060,19,38000,5974150,164055,3016
0.725131,-51,-102000,5984325,-612472,2573
0.729172,13,26000,5996625,131244,3005
0.733222,13,26000,5985825,229677,3048
0.737298,48,96000,5992775,514039,3224
0.741461,-4,-8000,5982825,-76559,2880
0.745542,20,40000,5966125,317173,3088
0.749629,27,54000,5963975,196866,3035
0.753701,-48,-96000,5954450,-448417,2642
0.757753,50,100000,5962550,524976,3217
0.761774,30,60000,5971950,339047,3111
0.765777,-7,-14000,5976925,-120307,2853
0.769818,16,32000,5986350,153118,3013
0.773998,-37,-74000,5987025,-415606,2684
0.778092,49,98000,5976100,590598,3254
0.782140,-25,-50000,5976975,-185929,2803
0.786235,22,44000,5981150,262488,3070
0.790392,66,132000,5984075,645283,3301
0.794545,-65,-130000,5989150,-623409,2557
0.798610,74,148000,6000575,754653,3371
0.802762,-32,-64000,5984125,-349984,2720
0.806829,-8,-16000,5981850,-65622,2881
0.810949,34,68000,5977575,229677,3064
0.814990,22,44000,5987350,87496,2988
0.819006,43,86000,6000750,415606,3175
0.823079,-62,-124000,5987275,-645283,2548
0.827131,13,26000,5976475,131244,2995
0.831248,29,58000,5971075,273425,3077
0.835327,4,8000,5978050,21874,2934
0.839429,-5,-10000,6005375,-251551,2805
0.843527,-48,-96000,6003025,-634346,2575
0.847689,20,40000,6008550,164055,3033
0.851758,-30,-60000,6030475,-339047,2750
0.855889,-34,-68000,6035450,-426543,2706
0.860085,-56,-112000,6034475,-601535,2598
0.864196,-21,-42000,6026850,-207803,2821
0.868270,-52,-104000,6050675,-645283,2589
0.872313,39,78000,6032750,535913,3245
0.876423,5,10000,6044000,-21874,2945
0.880460,-50,-100000,6063600,-623409,2608
0.884587,-11,-22000,6066150,-54685,2925
0.888777,30,60000,6064600,306236,3140
0.893019,6,12000,6057425,98433,3012
0.897084,-26,-52000,6056200,-328110,2772
0.901184,-34,-68000,6044550,-295299,2774
0.905213,30,60000,6044025,404669,3178
0.909315,-19,-38000,6028375,-120307,2866
0.913369,10,20000,6022975,142181,3020
0.917453,-13,-26000,5999875,-32811,2901
0.921572,-15,-30000,5989600,-65622,2878
0.925711,20,40000,5990175,196866,3041
0.929803,21,42000,5984800,317173,3098
0.933846,-42,-84000,5979725,-448417,2660
0.937893,40,80000,5973200,470291,3185
0.941999,4,8000,5979450,98433,2972
0.946123,41,82000,5990875,328110,3125
0.950159,-86,-172000,5992525,-951519,2377
0.954182,-18,-36000,5980700,-87496,2860
0.958328,5,10000,5981325,65622,2957
0.962396,-66,-132000,6010100,-765590,2496
0.966458,44,88000,6029250,360921,3163
0.970539,28,56000,6049525,273425,3115
0.974656,-6,-12000,6038450,-32811,2927
0.978847,114,228000,6030625,1301503,3691
0.983049,35,70000,6019650,437480,3187
0.987166,24,48000,6034350,196866,3066
0.991218,10,20000,6013875,229677,3058
0.995399,-13,-26000,6021025,-131244,2863
0.999514,-17,-34000,6025200,-153118,2851
1.003623,19,38000,6001950,404669,3147
1.011534,879,1758000,7182900,2624880,5647
1.015552,2140,4280000,12237800,2395203,9235
1.019600,1598,3196000,18895850,-3445155,9105
1.023744,286,572000,21908850,-3160793,9434
1.027896,-895,-1790000,21327375,-4560729,7313
1.031989,-1280,-2560000,17048925,524976,7331
1.036090,-356,-712000,14997950,393732,7168
1.040189,385,770000,14197725,4418548,9466
1.044353,146,292000,16648900,-4506044,6072
1.048528,-95,-190000,16571400,-393732,7806
1.052602,-1249,-2498000,13751500,-470291,5265
1.056753,-1089,-2178000,10949600,-2635817,2996
1.061030,108,216000,8639200,4516981,6529
1.065181,463,926000,10159875,503102,5659
1.069289,1385,2770000,13474575,765590,8306
1.073459,839,1678000,16265150,885897,9194
1.077572,-438,-876000,18021100,-5588807,5643
1.081622,-1023,-2046000,15809100,-2088967,5700
1.085741,-2093,-4186000,9476225,590598,2871
1.089788,-1347,-2694000,4225725,1782731,1618
1.093819,1723,3446000,4448825,8804285,8154
1.097928,2894,5788000,12992225,656220,9490
1.101997,1575,3150000,22007325,-8268372,8247
1.106093,-1005,-2010000,22009325,-4702910,7469
1.110135,-3131,-6262000,14592250,-2263959,2962
1.114208,-2303,-4606000,5931825,2045219,1646
1.118333,-321,-642000,342175,8683978,4094
1.122536,2955,5910000,5456350,6201279,8578
1.126627,3159,6318000,16022925,-1367125,10241
1.130722,918,1836000,22651350,-5512248,9265
1.134863,-1054,-2108000,23309175,-8180876,6358
1.138943,-2826,-5652000,16186150,-2942053,3707
1.142969,-3270,-6540000,4791150,3806076,1005
1.147023,-731,-1462000,-1491575,7207483,2077
1.151140,2270,4540000,1009625,7841829,6539
1.155211,3767,7534000,12666350,-1574928,9094
1.159341,2411,4822000,22589900,-5249760,10821
1.163454,-1240,-2480000,24101875,-8410553,6451
1.167564,-3374,-6748000,17310775,-7437160,1526
1.171634,-2369,-4738000,7434700,4123249,3330
1.175691,-999,-1998000,1390850,6321586,2790
1.179820,2641,5282000,3992800,9832363,9330
1.183905,3381,6762000,14454225,699968,10701
1.188004,1419,2838000,23316875,-8662104,8541
1.192057,-833,-1666000,23731275,-5348193,8163
1.196169,-3216,-6432000,15934050,-2198337,3566
1.200246,-3873,-7746000,5090825,-2460825,-2498
1.204314,-813,-1626000,-2731475,8508986,2027
1.208424,2038,4076000,-337600,6551263,5024
1.212557,4367,8734000,11428100,1771794,10710
1.216646,3138,6276000,23222400,-2034282,13410
1.220879,-631,-1262000,26107875,-14360281,5120
1.225066,-3766,-7532000,18329325,-7294979,1710
1.229198,-2951,-5902000,6404225,3576399,1992
1.233278,-1353,-2706000,-153925,2942053,40
1.237394,2273,4546000,1037225,10171410,7693
1.241413,3610,7220000,11950450,-360921,9184
1.245518,2047,4094000,21883325,-6890310,9320
1.249703,-543,-1086000,23781875,-4998209,8641
1.253884,-2913,-5826000,18480725,-5862232,3317
1.257977,-3207,-6414000,8845475,-1957723,231
1.262066,-1411,-2822000,89600,7371538,2265
1.266437,1439,2878000,363500,7119987,5059
1.270551,4136,8272000,9668300,6266901,11820
1.274587,2800,5600000,21093750,-3226415,11459
1.278632,300,600000,26214400,-9558938,8426
1.282696,-2831,-5662000,21020025,-5862232,4637
1.286820,-3261,-6522000,9547625,3838887,3352
1.291000,-1375,-2750000,1861525,5009146,2012
1.295107,1275,2550000,622750,9285513,6083
1.299126,3768,7536000,10019450,2296770,9693
1.303202,2846,5692000,20751625,-3652958,11128
1.307284,-382,-764000,24876250,-8333994,7704
1.311426,-2992,-5984000,20223225,-8979277,2568
1.315526,-3225,-6450000,9241900,896834,1801
1.319642,-2220,-4440000,-1157925,7141861,754
1.323787,1465,2930000,-2173350,9624560,5069
1.327904,4067,8134000,6908400,6649696,10592
1.331973,3145,6290000,19961675,-5709114,10031
1.336082,1446,2892000,26214400,-6376271,11099
1.340189,-2659,-5318000,22894625,-8946466,4214
1.344334,-3791,-7582000,11077425,1706172,2540
1.348542,-1843,-3686000,1846375,4888839,1489
1.352560,-69,-138000,-1728725,6780940,2400
1.356718,3493,6986000,4100750,8246498,9440
1.360742,3572,7144000,16134650,-678094,11035
1.364857,943,1886000,23618375,-7973073,8560
1.368886,-747,-1494000,23921175,-5523185,8254
1.372977,-2995,-5990000,16884025,-2996738,3856
1.377080,-3824,-7648000,5698950,0,-952
1.381169,-811,-1622000,-1570350,7163735,1939
1.385237,1917,3834000,397050,7076239,5521
1.389325,4146,8292000,11299400,1870227,10479
1.393430,2707,5414000,21731950,-2745187,11914
1.397509,-523,-1046000,25600225,-8804285,7690
1.401562,-2479,-4958000,20633875,-5402878,5016
1.405637,-3055,-6110000,10370875,1607739,2866
1.409752,-2222,-4444000,2130500,2176463,-67
1.414050,1300,2600000,410025,9394883,6057
1.418120,3306,6612000,9060925,3259226,9244
1.422215,2713,5426000,19762625,-3970131,10361
1.426296,843,1686000,25023850,-3718580,11226
1.430383,-2359,-4718000,22970200,-8191813,4912
1.434422,-4576,-9152000,12138275,-7065302,-1992
1.438480,-2775,-5550000,-1027650,7710585,553
1.442551,465,930000,-4888950,8990214,2457
1.446615,4213,8426000,2782100,9438631,10081
1.450673,3683,7366000,16919225,-3313911,10240
1.454821,1348,2696000,26214400,-8858970,9791
1.458914,-1214,-2428000,24859575,-5063831,8480
1.462988,-3495,-6990000,16508425,-2788935,3286
1.467091,-3307,-6614000,5861300,-590598,-656
1.471224,-699,-1398000,-1936775,9777678,3146
1.475312,2341,4682000,1466400,5730988,5800
1.479323,3891,7782000,11699950,2296770,10634
1.483421,2601,5202000,22168375,-3302974,11752
1.487484,244,488000,26214400,-8377742,8948
1.491572,-3080,-6160000,20853250,-7688711,3420
1.495625,-4117,-8234000,7035800,4134186,1434
1.499776,-1705,-3410000,-2296825,6529389,402
1.503839,2089,4178000,-1379750,9493316,6002
1.507930,4383,8766000,10495500,984330,9886
1.512043,3073,6146000,22516000,-4866965,11619
1.516271,-867,-1734000,25723900,-9055836,7292
1.520505,-3543,-7086000,19250375,-8869907,1609
1.524614,-2999,-5998000,7689300,2832683,2209
1.528828,-1274,-2548000,-439375,8093380,2493
1.532921,2972,5944000,2585650,10258906,9174
1.537043,4055,8110000,14517875,1049952,11561
1.541150,1661,3322000,24737200,-9285513,9167
1.545229,-923,-1846000,25831425,-7907451,7851
1.549374,-3542,-7084000,17158475,-2952990,3477
1.553506,-4233,-8466000,3891525,1257755,-1619
1.557531,-822,-1644000,-3837750,8126191,1291
