# pid_debug_capture v1
# port: /dev/tty.usbserial-210
# alias: X
# duration_s: 8.0
# set_pid: 2000 50 700000
# move_rotations: 2.0
# move_time_s: 2.0
# move_delay_s: 1.0
# capture_started: 2026-07-07 21:22:12
# move_sent_at_s: 1.005517
# n_samples: 1925
# timeouts: 0
t_s,error,p_term,i_term,d_term,output
0.000000,-635,-1270000,-676650,-5293750,-3535
0.004122,-456,-912000,-4125850,1093750,-1926
0.008210,-202,-404000,-6554900,2471875,-2191
0.012513,-51,-102000,-7795350,1750000,-3002
0.016656,-15,-30000,-8105550,21875,-3962
0.020862,74,148000,-7903700,568750,-3509
0.024995,59,118000,-7623550,568750,-3387
0.029177,80,160000,-7369500,1006250,-3029
0.033306,-15,-30000,-7182400,-918750,-3970
0.037489,-43,-86000,-7068900,-1487500,-4220
0.041598,25,50000,-7011250,503125,-3153
0.045760,-49,-98000,-6961500,-1290625,-4077
0.049885,2,4000,-6983450,175000,-3322
0.054072,4,8000,-6979200,131250,-3340
0.058291,-10,-20000,-6983600,-87500,-3462
0.062424,9,18000,-6947650,43750,-3362
0.066549,-4,-8000,-6942900,-43750,-3415
0.070850,41,82000,-6945150,1006250,-2860
0.075097,-46,-92000,-6922000,-1225000,-4023
0.079136,45,90000,-6904600,984375,-2847
0.083212,5,10000,-6871900,-65625,-3383
0.087476,-80,-160000,-6900200,-1465625,-4163
0.091685,-19,-38000,-6890750,-415625,-3586
0.095854,9,18000,-6925300,240625,-3255
0.100014,-35,-70000,-6948750,-678125,-3758
0.104278,-10,-20000,-6976800,-65625,-3448
0.108441,-71,-142000,-7011200,-1596875,-4272
0.112625,69,138000,-7022950,1553125,-2603
0.116757,31,62000,-7044300,809375,-3014
0.120836,-16,-32000,-7037600,-371875,-3634
0.124911,-45,-90000,-7059600,-853125,-3908
0.129109,17,34000,-7045200,437500,-3210
0.133223,-20,-40000,-7040350,-371875,-3639
0.137345,24,48000,-7000800,437500,-3181
0.141590,38,76000,-6984750,656250,-3053
0.145738,-25,-50000,-6969750,-415625,-3631
0.149876,-16,-32000,-6959900,-525000,-3670
0.154004,11,22000,-6954550,21875,-3374
0.158104,69,138000,-6987900,1706250,-2512
0.162359,-15,-30000,-7012700,-306250,-3588
0.166481,55,110000,-7031850,1268750,-2760
0.170616,-22,-44000,-7025100,-568750,-3729
0.174785,37,74000,-7024150,1050000,-2881
0.178953,-45,-90000,-7020900,-831250,-3878
0.183104,59,118000,-7004000,1181250,-2786
0.187294,-60,-120000,-6995400,-1203125,-4062
0.191521,5,10000,-6967950,-87500,-3440
0.195672,19,38000,-6993950,634375,-3087
0.199696,21,42000,-6975350,415625,-3182
0.203907,7,14000,-6998950,284375,-3272
0.208093,52,104000,-6997000,1159375,-2800
0.212204,2,4000,-7015500,131250,-3359
0.216244,-1,-2000,-7018000,-109375,-3481
0.220451,0,0,-7050150,196875,-3346
0.224551,15,30000,-7046700,765625,-3052
0.228745,36,72000,-7045500,809375,-3010
0.232785,15,30000,-7024400,284375,-3276
0.236968,108,216000,-7021450,2384375,-2159
0.241077,-1,-2000,-7006650,-196875,-3518
0.245169,13,26000,-6997950,218750,-3297
0.249254,-22,-44000,-7008050,-393750,-3636
0.253388,62,124000,-6996900,1378125,-2683
0.257515,10,20000,-6982700,218750,-3293
0.261619,-1,-2000,-6970100,-21875,-3415
0.265830,13,26000,-6959100,175000,-3300
0.270039,-10,-20000,-6967700,-43750,-3433
0.274232,39,78000,-6985800,984375,-2892
0.278332,-54,-108000,-6990750,-1115625,-4011
0.282390,-20,-40000,-7003100,-525000,-3695
0.286569,38,76000,-7006650,656250,-3064
0.290730,-20,-40000,-6999700,-612500,-3736
0.294833,26,52000,-6989500,634375,-3078
0.298974,-15,-30000,-7018850,-65625,-3474
0.303267,-2,-4000,-7041650,131250,-3376
0.307407,-28,-56000,-7060400,-437500,-3688
0.311596,-26,-52000,-7059650,-765625,-3846
0.315727,-61,-122000,-7072050,-1071875,-4036
0.319900,13,26000,-7044050,-109375,-3480
0.323963,15,30000,-7087150,503125,-3200
0.328180,12,24000,-7053850,240625,-3315
0.332280,-33,-66000,-7063500,-765625,-3855
0.336483,29,58000,-7052050,503125,-3169
0.340609,-31,-62000,-7021550,-831250,-3865
0.344708,-14,-28000,-7028100,-328125,-3606
0.348845,-18,-36000,-6988150,-546875,-3697
0.353053,0,0,-6981000,-131250,-3473
0.357099,-72,-144000,-7002050,-1487500,-4216
0.361183,29,58000,-6990150,546875,-3118
0.365297,19,38000,-6990500,525000,-3138
