# pid_debug_capture v1
# port: /dev/tty.usbserial-210
# alias: X
# duration_s: 8.0
# set_pid: 2000 5 175000
# move_rotations: 2.0
# move_time_s: 2.0
# move_delay_s: 1.0
# capture_started: 2026-07-07 21:40:15
# move_sent_at_s: 1.004085
# n_samples: 1928
# timeouts: 0
t_s,error,p_term,i_term,d_term,output
0.000000,-100,-200000,20135,-421036,-293
0.004131,-59,-118000,-43610,136700,-12
0.008247,-46,-92000,-96355,240592,26
0.012402,-93,-186000,-151465,-38276,-183
0.016546,-55,-110000,-206255,136700,-88
0.020667,-67,-134000,-256340,76552,-153
0.024818,-34,-68000,-308455,251528,-61
0.028880,-52,-104000,-363040,246060,-108
0.033051,-105,-210000,-415450,-158572,-383
0.037203,-80,-160000,-471120,16404,-300
0.041380,-65,-130000,-526720,103892,-270
0.045525,-137,-274000,-583410,-278868,-555
0.049562,-74,-148000,-633785,-10936,-387
0.053608,-106,-212000,-680600,-114828,-492
0.057721,-59,-118000,-733305,136700,-349
0.061904,-52,-104000,-784485,153104,-359
0.066061,-79,-158000,-838885,27340,-473
0.070162,-128,-256000,-894560,-256996,-687
0.074230,-135,-270000,-948500,-229656,-707
0.078452,-120,-240000,-1002515,-235124,-722
0.082570,-74,-148000,-1054400,-5468,-590
0.086610,-151,-302000,-1102905,-426504,-894
0.090748,-107,-214000,-1154870,-120296,-727
0.095012,-51,-102000,-1208795,218720,-533
0.099118,-70,-140000,-1260920,49212,-660
0.103261,-60,-120000,-1311035,103892,-648
0.107402,-132,-264000,-1366265,-240592,-914
0.111555,-82,-164000,-1417560,21872,-762
0.115642,-125,-250000,-1476200,-174976,-928
0.119706,-86,-172000,-1534065,5468,-830
0.123861,-36,-72000,-1588585,235124,-696
0.128039,-47,-94000,-1640665,180444,-759
0.132225,-64,-128000,-1691660,82020,-848
0.136327,-84,-168000,-1738555,-82020,-971
0.140485,-148,-296000,-1786795,-410100,-1217
0.144684,-33,-66000,-1836200,278868,-793
0.148837,-24,-48000,-1883085,278868,-807
0.153027,-38,-76000,-1926420,169508,-895
0.157170,-43,-86000,-1968580,120296,-944
0.161445,-52,-104000,-2005630,-27340,-1043
0.165591,-59,-118000,-2042480,0,-1055
0.169742,-25,-50000,-2075240,109360,-984
0.173861,-107,-214000,-2102395,-399164,-1326
0.178046,-58,-116000,-2131620,-76552,-1135
0.182170,-39,-78000,-2159990,-32808,-1109
0.186207,-45,-90000,-2182425,-60148,-1139
0.190358,-2,-4000,-2210445,224188,-972
0.194562,-43,-86000,-2227650,-125764,-1191
0.198629,-55,-110000,-2245910,-164040,-1230
0.202788,-55,-110000,-2261990,-153104,-1233
