# pid_debug_capture v1
# port: /dev/tty.usbserial-210
# alias: X
# duration_s: 8.0
# set_pid: 2000 25 350000
# move_rotations: 2.0
# move_time_s: 2.0
# move_delay_s: 1.0
# capture_started: 2026-07-07 21:15:22
# move_sent_at_s: 1.006818
# n_samples: 1920
# timeouts: 0
t_s,error,p_term,i_term,d_term,output
0.000000,-825,-1650000,1493100,-10805756,-5353
0.004228,-1019,-2038000,-1605250,-2876431,-3183
0.008484,-701,-1402000,-4376400,240614,-2704
0.012602,-486,-972000,-6554075,678094,-3344
0.016755,-235,-470000,-7847275,1159322,-3495
0.020863,-90,-180000,-8376175,382795,-3991
0.025109,-61,-122000,-8543225,-284362,-4370
0.029260,-41,-82000,-8607025,-339047,-4408
0.033485,-25,-50000,-8643600,-229677,-4357
0.037624,-5,-10000,-8651850,-174992,-4315
0.041895,25,50000,-8592900,21874,-4161
0.046105,35,70000,-8523875,174992,-4042
0.050227,15,30000,-8435800,-164055,-4184
0.054367,-2,-4000,-8353600,-218740,-4188
0.058592,57,114000,-8259300,251551,-3854
0.062726,-33,-66000,-8193925,-514039,-4284
0.066816,-8,-16000,-8112575,-360921,-4145
0.070901,65,130000,-8036275,470291,-3631
0.075096,9,18000,-7974350,-131244,-3949
0.079317,-55,-110000,-7910850,-820275,-4317
0.083461,28,56000,-7849550,174992,-3720
0.087588,-63,-126000,-7815000,-699968,-4219
0.091826,-47,-94000,-7801325,-492165,-4095
0.095991,62,124000,-7764675,612472,-3432
0.100248,-13,-26000,-7731150,-131244,-3852
0.104380,-10,-20000,-7687450,-339047,-3929
0.108632,7,14000,-7672900,76559,-3702
0.112814,31,62000,-7658475,306236,-3560
0.117029,41,82000,-7646925,360921,-3518
0.121269,17,34000,-7635225,131244,-3647
0.125555,51,102000,-7655750,678094,-3357
0.129753,-58,-116000,-7676600,-415606,-4008
0.133921,26,52000,-7689700,317173,-3574
0.138117,8,16000,-7710500,207803,-3656
0.142282,32,64000,-7730850,371858,-3562
0.146451,13,26000,-7710750,87496,-3710
0.150657,-4,-8000,-7702675,-98433,-3813
0.154914,-5,-10000,-7701075,-87496,-3808
0.159175,-1,-2000,-7704150,43748,-3741
0.163450,-18,-36000,-7725025,-153118,-3864
0.167612,14,28000,-7714725,174992,-3668
0.171780,24,48000,-7713725,229677,-3631
0.176035,29,58000,-7697050,317173,-3575
0.180198,29,58000,-7682675,284362,-3584
0.184446,-31,-62000,-7683500,-306236,-3932
0.188690,-7,-14000,-7683475,-21874,-3769
0.192903,-9,-18000,-7676425,-131244,-3821
0.197067,36,72000,-7674500,382795,-3525
0.201175,23,46000,-7701625,251551,-3615
0.205355,19,38000,-7689825,229677,-3624
0.209595,-21,-42000,-7693550,-328110,-3937
0.213730,41,82000,-7692425,448417,-3497
0.217926,8,16000,-7693175,87496,-3706
0.222168,1,2000,-7695325,43748,-3735
0.226474,23,46000,-7691800,174992,-3648
0.230665,26,52000,-7697300,328110,-3573
0.234790,-68,-136000,-7691950,-765590,-4196
0.238956,-14,-28000,-7690425,-109370,-3822
0.243083,-27,-54000,-7695725,-273425,-3918
0.247258,-43,-86000,-7680775,-492165,-4033
0.251489,-34,-68000,-7664775,-437480,-3989
0.255711,-9,-18000,-7688350,-120307,-3822
0.259889,19,38000,-7691150,196866,-3641
0.264192,-18,-36000,-7694475,-207803,-3876
0.268388,-42,-84000,-7693500,-415606,-4001
0.272589,-21,-42000,-7689225,-262488,-3903
0.276725,3,6000,-7695975,54685,-3728
0.280923,-23,-46000,-7708700,-174992,-3872
0.285153,-8,-16000,-7708225,-10937,-3777
0.289502,-22,-44000,-7704675,-317173,-3938
0.293770,-18,-36000,-7721825,-131244,-3852
0.297965,29,58000,-7731500,360921,-3571
0.302151,5,10000,-7737300,0,-3773
