# pid_debug_capture v1
# port: /dev/tty.usbserial-210
# alias: X
# duration_s: 5.0
# set_pid: 
# move_rotations: 
# move_time_s: 
# move_delay_s: 
# capture_started: 2026-07-07 21:14:04
# move_sent_at_s: 
# n_samples: 1203
# timeouts: 0
t_s,error,p_term,i_term,d_term,output
0.000000,-506,-1012000,-32105,-1651336,-1316
0.004160,-769,-1538000,-537540,-453844,-1235
0.008393,-713,-1426000,-985450,-196848,-1274
0.012560,-610,-1220000,-1422330,256996,-1165
0.016661,-562,-1124000,-1848030,513992,-1200
0.020736,-637,-1274000,-2261375,16404,-1718
0.025039,-618,-1236000,-2665210,32808,-1889
0.029111,-479,-958000,-3026470,174976,-1860
0.033246,-504,-1008000,-3329190,-185912,-2209
0.037341,-503,-1006000,-3628140,-322612,-2420
0.041583,-498,-996000,-3914445,-306208,-2547
0.045722,-417,-834000,-4205580,131232,-2397
0.049869,-400,-800000,-4488630,109360,-2529
0.053979,-385,-770000,-4731950,-131232,-2751
0.058157,-299,-598000,-4929805,-27340,-2712
0.062325,-157,-314000,-5085230,246060,-2516
0.066466,-193,-386000,-5211095,-54680,-2760
0.070677,-261,-522000,-5321150,-552268,-3123
0.074868,-144,-288000,-5429000,76552,-2754
0.078928,-190,-380000,-5531740,-213252,-2991
0.083035,-195,-390000,-5625550,-256996,-3063
0.087116,-76,-152000,-5715635,366356,-2686
0.091308,-53,-106000,-5811765,497588,-2647
0.095471,-121,-242000,-5900680,43744,-2978
0.099681,-90,-180000,-5986325,180444,-2923
0.103846,-131,-262000,-6072130,27340,-3079
0.108144,-103,-206000,-6152365,109360,-3051
0.112290,-14,-28000,-6230125,568672,-2778
0.116419,-91,-182000,-6301480,76552,-3128
0.120527,-118,-236000,-6369075,-82020,-3265
0.124721,-30,-60000,-6428895,306208,-3019
0.128894,-173,-346000,-6484960,-535864,-3597
0.133260,-8,-16000,-6528360,333548,-3033
0.137316,-40,-80000,-6561975,-21872,-3254
0.141603,-46,-92000,-6590755,-16404,-3271
0.145765,26,52000,-6613160,344484,-3035
0.149874,-11,-22000,-6628165,16404,-3239
0.153955,59,118000,-6636615,355420,-3009
0.158088,15,30000,-6638180,65616,-3195
0.162174,-18,-36000,-6641580,-87488,-3303
0.166281,47,94000,-6641560,289804,-3056
0.170305,-59,-118000,-6641420,-284336,-3439
0.174405,81,162000,-6637260,371824,-2980
0.178548,26,52000,-6632765,131232,-3149
0.182722,-9,-18000,-6631285,-71084,-3281
0.186877,46,92000,-6628350,224188,-3082
0.191077,84,168000,-6623435,393696,-2960
0.195171,-8,-16000,-6621210,-65616,-3273
0.199337,24,48000,-6614375,32808,-3190
0.203489,44,88000,-6606220,147636,-3111
0.207840,20,40000,-6599185,87488,-3160
0.212044,32,64000,-6589330,71084,-3151
0.216227,37,74000,-6584695,153104,-3104
0.220266,-53,-106000,-6578615,-328080,-3424
0.224417,-9,-18000,-6576820,-109360,-3274
0.228539,29,58000,-6573175,92956,-3136
0.232725,15,30000,-6564145,16404,-3182
0.236831,83,166000,-6558545,481184,-2886
0.241002,-3,-6000,-6552435,-114828,-3258
