# pid_debug_capture v1
# port: /dev/tty.usbserial-210
# alias: X
# duration_s: 8.0
# set_pid: 2000 25 350000
# move_rotations: 2.0
# move_time_s: 2.0
# move_delay_s: 1.0
# capture_started: 2026-07-07 21:15:09
# move_sent_at_s: 1.007830
# n_samples: 1899
# timeouts: 0
t_s,error,p_term,i_term,d_term,output
0.000000,-789,-1578000,1500225,-10018292,-4930
0.004160,-909,-1818000,-1381575,-2176463,-2625
0.008361,-680,-1360000,-4138825,262488,-2557
0.012585,-537,-1074000,-6170925,-164055,-3618
0.016809,-287,-574000,-7478825,98433,-3884
0.020990,-181,-362000,-8294175,382795,-4040
0.025172,-56,-112000,-8657175,32811,-4266
0.029389,83,166000,-8625425,514039,-3880
0.033604,86,172000,-8416325,229677,-3913
0.037837,39,78000,-8241000,-164055,-4066
0.041996,-2,-4000,-8112200,-437480,-4177
0.046248,11,22000,-8050150,-164055,-4000
0.050497,53,106000,-8011050,557787,-3588
0.054705,21,42000,-8008375,284362,-3751
0.058902,36,72000,-8004250,382795,-3686
0.063126,-18,-36000,-8027200,-120307,-3996
0.067400,-84,-168000,-8034400,-776527,-4384
0.071634,10,20000,-8034925,87496,-3871
0.075843,-36,-72000,-8046300,-295299,-4108
0.080070,-18,-36000,-8047125,-284362,-4086
0.084227,14,28000,-8059025,185929,-3831
0.088452,15,30000,-8048950,109370,-3862
0.092605,2,4000,-8055100,-10937,-3937
0.096833,7,14000,-8036125,54685,-3890
0.100983,-42,-84000,-8047925,-546850,-4238
0.105156,15,30000,-8067675,229677,-3812
0.109389,-63,-126000,-8070325,-590598,-4290
0.113573,15,30000,-8075500,87496,-3886
0.117724,-21,-42000,-8075675,-185929,-4054
0.121880,52,104000,-8037475,535913,-3612
0.126104,-6,-12000,-8022975,-131244,-3987
0.130267,-25,-50000,-8020025,-306236,-4090
0.134387,-31,-62000,-8022300,-371858,-4129
0.138504,20,40000,-8021550,164055,-3817
0.142669,-7,-14000,-8009775,-142181,-3987
0.146891,26,52000,-8005250,349984,-3713
0.151102,-12,-24000,-7982650,-164055,-3990
0.155250,13,26000,-7969375,43748,-3857
0.159485,-23,-46000,-7982050,-153118,-3995
0.163612,32,64000,-7976250,295299,-3719
0.167764,21,42000,-7984825,273425,-3745
0.171949,75,150000,-7993800,929645,-3376
0.176114,8,16000,-7979700,65622,-3856
0.180326,8,16000,-7976200,0,-3887
0.184485,-39,-78000,-7976550,-415606,-4136
0.188662,20,40000,-7972200,185929,-3782
0.192816,16,32000,-7968350,207803,-3774
0.197028,13,26000,-7958925,109370,-3820
0.201271,0,0,-7965775,-21874,-3900
0.205477,9,18000,-7974450,142181,-3816
0.209673,68,136000,-7961500,678094,-3490
0.213873,43,86000,-7974000,656220,-3531
0.218091,19,38000,-7967700,262488,-3744
0.222272,18,36000,-7964875,120307,-3813
0.226581,-39,-78000,-7981075,-404669,-4133
0.230794,-26,-52000,-7997475,-284362,-4069
0.234997,24,48000,-8005425,317173,-3731
0.239171,16,32000,-8010225,185929,-3805
0.243367,8,16000,-8007275,142181,-3833
0.247584,73,146000,-8008900,798401,-3449
0.251746,13,26000,-8003075,109370,-3842
0.255863,18,36000,-7996350,142181,-3817
0.260075,29,58000,-7990150,360921,-3697
0.264351,21,42000,-7999375,262488,-3757
0.268676,-54,-108000,-8005000,-568724,-4239
0.272806,49,98000,-7999150,492165,-3618
0.276991,-44,-88000,-8006450,-557787,-4225
0.281278,16,32000,-8002525,262488,-3764
0.285510,-25,-50000,-8004500,-295299,-4077
0.289731,15,30000,-8000475,109370,-3838
0.293905,81,162000,-7993625,809338,-3429
0.298121,54,108000,-7988725,492165,-3608
0.302351,-26,-52000,-8017925,-185929,-4031
0.306509,-2,-4000,-8011725,-65622,-3946
0.310693,-23,-46000,-8030275,-229677,-4056
0.314944,5,10000,-8032875,76559,-3880
0.319141,-8,-16000,-8023575,-120307,-3984
0.323361,0,0,-8032950,-10937,-3928
0.327600,3,6000,-8037050,65622,-3889
0.331825,-8,-16000,-8036025,-65622,-3964
0.336098,-39,-78000,-8039550,-382795,-4151
0.340276,42,84000,-8032100,437480,-3667
0.344454,-59,-118000,-8033325,-601535,-4274
0.348733,-88,-176000,-7991500,-1017141,-4485
0.353028,3,6000,-8009800,65622,-3876
0.357195,-70,-140000,-8019775,-743716,-4347
0.361374,-47,-94000,-8018200,-437480,-4175
0.365573,12,24000,-8022900,109370,-3852
0.369780,-5,-10000,-8038225,-32811,-3946
0.373988,25,50000,-8013325,218740,-3782
0.378289,-36,-72000,-8008550,-404669,-4143
0.382592,-70,-140000,-8010900,-820275,-4380
0.386773,-19,-38000,-8017175,-153118,-4008
0.390953,26,52000,-8013175,328110,-3727
0.395200,8,16000,-8003850,65622,-3868
0.399482,-24,-48000,-8006400,-273425,-4066
0.403762,27,54000,-7985350,164055,-3793
0.407996,-36,-72000,-7996825,-306236,-4089
0.412305,33,66000,-7995650,404669,-3674
0.416585,-68,-136000,-7985000,-787464,-4350
0.420855,-8,-16000,-7991575,-98433,-3958
0.425107,-18,-36000,-8008625,-54685,-3955
0.429331,13,26000,-7994900,43748,-3870
0.433633,25,50000,-8018475,437480,-3677
0.437872,26,52000,-8034175,371858,-3716
0.442026,2,4000,-8033425,10937,-3915
0.446333,-54,-108000,-8012125,-743716,-4328
0.450562,5,10000,-8024175,98433,-3865
0.454871,-18,-36000,-8042200,-76559,-3982
0.459192,29,58000,-8029850,295299,-3748
0.463483,50,100000,-8026000,667157,-3544
0.467709,-25,-50000,-8020400,-360921,-4117
0.471885,-34,-68000,-8040550,-284362,-4098
0.476122,0,0,-8057325,0,-3934
0.480338,-16,-32000,-8067225,-109370,-4008
0.484557,55,110000,-8066400,535913,-3623
0.488824,67,134000,-8068025,743716,-3511
0.493082,7,14000,-8056675,-32811,-3943
0.497371,-11,-22000,-8055450,-65622,-3976
0.501713,49,98000,-8047600,481228,-3647
0.506029,3,6000,-8045550,87496,-3883
0.510284,-11,-22000,-8037975,-131244,-4000
0.514578,-44,-88000,-8047850,-371858,-4154
0.518799,40,80000,-8042525,459354,-3664
0.523147,44,88000,-8043475,481228,-3650
0.527397,7,14000,-8054325,174992,-3840
0.531728,19,38000,-8052775,207803,-3812
0.536018,-34,-68000,-8055725,-481228,-4202
0.540291,-8,-16000,-8045250,-54685,-3963
0.544511,34,68000,-8030475,317173,-3733
0.548725,-18,-36000,-8025175,-218740,-4043
0.552957,13,26000,-8026225,153118,-3832
0.557203,-42,-84000,-8029975,-470291,-4192
0.561532,-21,-42000,-8040025,-207803,-4048
0.565738,-46,-92000,-8041675,-568724,-4249
0.570121,13,26000,-8047750,142181,-3847
0.574282,-66,-132000,-8051600,-689031,-4332
0.578578,75,150000,-8054325,820275,-3459
0.582849,18,36000,-8053450,273425,-3781
0.587191,-52,-104000,-8033400,-645283,-4288
