# overshoot study v1
# set_pid: 1000 25 350000
# burst: 15.0 rev/s for 0.04 s, sent at t=1.0118, stop at t=1.0518
# fatal_error: 0
t_s,error,p_term,i_term,d_term,output
0.000000,90,90000,-5079325,842149,-2025
0.004178,4,4000,-5053025,-54685,-2492
0.008349,-20,-20000,-5063100,-328110,-2642
0.012455,-32,-32000,-5065850,-437480,-2703
0.016713,-3,-3000,-5080150,98433,-2434
0.020850,-58,-58000,-5091375,-678094,-2845
0.024917,-21,-21000,-5081100,-360921,-2667
0.028957,-3,-3000,-5077925,-76559,-2518
0.032975,-31,-31000,-5087575,-393732,-2692
0.037100,23,23000,-5086150,142181,-2403
0.041210,7,7000,-5091575,196866,-2387
0.045268,-34,-34000,-5081375,-393732,-2690
0.049357,-1,-1000,-5089900,43748,-2464
0.053417,37,37000,-5053075,207803,-2348
0.057463,15,15000,-5076600,174992,-2386
0.061558,32,32000,-5077675,339047,-2298
0.065695,-71,-71000,-5101175,-699968,-2867
0.069794,-39,-39000,-5099475,-448417,-2728
0.073845,30,30000,-5097800,164055,-2394
0.077841,-64,-64000,-5089100,-787464,-2901
0.081933,-51,-51000,-5094475,-667157,-2838
0.086152,23,23000,-5085025,65622,-2440
0.090222,1,1000,-5086100,-131244,-2547
0.094307,-4,-4000,-5106250,21874,-2485
0.098331,-11,-11000,-5104800,-87496,-2541
0.102400,8,8000,-5117300,153118,-2420
0.106436,27,27000,-5113600,295299,-2340
0.110463,8,8000,-5101975,32811,-2471
0.114523,10,10000,-5081500,-43748,-2498
0.118644,18,18000,-5089750,262488,-2348
0.122795,33,33000,-5087175,492165,-2228
0.126875,15,15000,-5076600,251551,-2349
0.130982,1,1000,-5086550,207803,-2382
0.135045,12,12000,-5066400,196866,-2372
0.139127,-27,-27000,-5068375,-339047,-2654
0.143191,-36,-36000,-5074050,-207803,-2597
0.147227,-11,-11000,-5065450,-174992,-2564
0.151345,64,64000,-5042350,579661,-2148
0.155556,4,4000,-5034175,10937,-2451
0.159645,28,28000,-5034100,262488,-2316
0.163808,5,5000,-5069500,109370,-2419
0.167974,-57,-57000,-5077825,-667157,-2833
0.172087,-10,-10000,-5098675,-142181,-2564
0.176154,-18,-18000,-5101325,-273425,-2633
0.180204,10,10000,-5090875,142181,-2411
0.184342,5,5000,-5069375,54685,-2446
0.188519,-54,-54000,-5069700,-557787,-2774
0.192617,-47,-47000,-5082475,-470291,-2734
0.196764,-43,-43000,-5063050,-524976,-2750
0.200767,-61,-61000,-5056925,-710905,-2846
0.204809,-73,-73000,-5078375,-710905,-2862
0.208917,-13,-13000,-5078600,-174992,-2572
0.213002,57,57000,-5090600,656220,-2137
0.217083,0,0,-5105925,131244,-2429
0.221331,4,4000,-5107125,0,-2492
