# overshoot study v1
# set_pid: 4000 25 350000
# burst: 15.0 rev/s for 0.04 s, sent at t=1.0122, stop at t=1.0522
# fatal_error: 0
t_s,error,p_term,i_term,d_term,output
0.000000,-11,-44000,-2096400,-76559,-1082
0.004233,29,116000,-2091825,273425,-831
0.008492,22,88000,-2077300,196866,-875
0.012597,-7,-28000,-2088600,-87496,-1076
0.016760,71,284000,-2075875,853086,-458
0.020971,-14,-56000,-2075600,-54685,-1068
0.025098,-71,-284000,-2069350,-864023,-1571
0.029269,39,156000,-2058250,328110,-769
0.033421,18,72000,-2081475,284362,-842
0.037609,21,84000,-2064050,174992,-881
0.041701,0,0,-2066700,65622,-977
0.045779,32,128000,-2075275,339047,-785
0.049921,0,0,-2090000,65622,-988
0.054038,18,72000,-2088000,153118,-910
0.058162,32,128000,-2072175,295299,-805
0.062196,-7,-28000,-2079300,-43748,-1050
0.066267,11,44000,-2086750,120307,-939
0.070401,35,140000,-2068175,196866,-845
0.074530,-22,-88000,-2081400,-218740,-1166
0.078576,32,128000,-2058050,360921,-766
0.082712,39,156000,-2060275,535913,-668
0.086855,3,12000,-2052625,76559,-959
0.091005,92,368000,-2071375,1159322,-266
0.095024,18,72000,-2049475,21874,-955
0.099247,-36,-144000,-2056375,-317173,-1229
0.103504,-36,-144000,-2038350,-492165,-1306
0.107657,29,116000,-2045400,295299,-798
0.111714,-50,-200000,-2055425,-601535,-1395
0.115844,-35,-140000,-2071225,-339047,-1245
0.119983,-82,-328000,-2074075,-951519,-1637
0.124069,-54,-216000,-2090050,-612472,-1425
0.128294,-11,-44000,-2101900,-262488,-1176
0.132436,-14,-56000,-2107775,-207803,-1158
0.136724,14,56000,-2090875,120307,-935
0.140905,-43,-172000,-2074400,-579661,-1380
0.144968,18,72000,-2067225,153118,-899
0.149052,39,156000,-2054675,284362,-788
0.153128,-4,-16000,-2063225,-43748,-1037
0.157268,7,28000,-2065075,0,-995
0.161398,39,156000,-2065225,328110,-772
0.165518,10,40000,-2067200,98433,-942
0.169673,18,72000,-2052675,76559,-930
0.173818,-25,-100000,-2049875,-207803,-1151
0.177961,120,480000,-2058575,1268692,-151
0.182048,-3,-12000,-2069500,-43748,-1038
0.186205,28,112000,-2078250,393732,-768
0.190292,-53,-212000,-2076875,-601535,-1411
0.194455,7,28000,-2054375,-32811,-1005
0.198558,39,156000,-2050450,415606,-722
0.202810,-18,-72000,-2064575,-54685,-1070
0.206946,-35,-140000,-2074600,-393732,-1274
0.211019,18,72000,-2085575,240614,-866
0.215163,18,72000,-2090000,207803,-884
0.219445,-10,-40000,-2116000,-120307,-1111
0.223613,-21,-84000,-2106025,-382795,-1256
0.227712,-4,-16000,-2121575,-54685,-1070
0.231812,46,184000,-2112625,393732,-749
0.236055,7,28000,-2124025,109370,-970
0.240273,-39,-156000,-2122500,-459354,-1337
0.244330,-7,-28000,-2128225,-43748,-1074
0.248497,53,212000,-2128500,514039,-685
0.252687,-7,-28000,-2114575,-164055,-1126
0.256827,4,16000,-2114050,-21874,-1035
0.260969,-21,-84000,-2109950,-339047,-1237
0.265138,50,200000,-2107525,546850,-664
0.269292,28,112000,-2099300,262488,-842
0.273416,50,200000,-2090225,503102,-677
0.277482,22,88000,-2084150,142181,-905
0.281677,-25,-100000,-2074975,-262488,-1190
0.285819,14,56000,-2059750,109370,-925
0.289946,0,0,-2044125,-240614,-1116
0.294031,-22,-88000,-2040500,-360921,-1216
0.298137,29,116000,-2053000,284362,-807
0.302321,65,260000,-2055600,557787,-604
0.306387,-7,-28000,-2059825,-164055,-1100
0.310470,-4,-16000,-2062275,-98433,-1063
0.314696,64,256000,-2066250,754653,-515
0.318851,-29,-116000,-2071475,-360921,-1244
0.323050,-75,-300000,-2082525,-798401,-1553
0.327123,32,128000,-2095800,448417,-742
0.331256,25,100000,-2097075,196866,-879
0.335425,40,160000,-2096200,393732,-753
0.339556,61,244000,-2103225,656220,-587
0.343806,50,200000,-2098725,524976,-671
0.347978,14,56000,-2086775,229677,-879
0.352173,0,0,-2100150,164055,-945
0.356285,25,100000,-2089675,185929,-881
0.360379,-17,-68000,-2085875,-218740,-1159
0.364399,-14,-56000,-2085700,-218740,-1153
0.368541,-36,-144000,-2084125,-360921,-1264
0.372606,36,144000,-2094350,415606,-749
0.376721,-39,-156000,-2091800,-404669,-1295
0.380881,-72,-288000,-2086850,-809338,-1555
0.385047,-46,-184000,-2075925,-557787,-1376
0.389171,61,244000,-2068150,645283,-576
0.393250,-43,-172000,-2076750,-470291,-1328
0.397309,-18,-72000,-2067275,-240614,-1162
0.401514,-4,-16000,-2059325,-142181,-1083
0.405695,57,228000,-2047400,667157,-563
0.409798,-21,-84000,-2050600,-207803,-1144
0.413980,14,56000,-2039125,174992,-883
0.418143,4,16000,-2040575,76559,-951
0.422272,-50,-200000,-2069175,-415606,-1311
0.426386,-10,-40000,-2066350,-153118,-1103
0.430398,-7,-28000,-2053325,-174992,-1102
0.434478,50,200000,-2063550,645283,-595
0.438526,29,116000,-2065550,481228,-717
0.442674,-39,-156000,-2052400,-382795,-1265
0.446824,-39,-156000,-2042050,-295299,-1217
0.450951,-7,-28000,-2059025,54685,-992
0.455045,11,44000,-2057600,131244,-919
0.459144,-7,-28000,-2059800,-174992,-1105
0.463253,-29,-116000,-2075225,-382795,-1257
0.467382,40,160000,-2074925,295299,-791
0.471461,-3,-12000,-2083625,-54685,-1050
0.475668,-14,-56000,-2084125,-262488,-1173
0.479906,60,240000,-2101125,623409,-604
0.484054,36,144000,-2073625,131244,-878
0.488154,4,16000,-2055450,-196866,-1092
0.492232,-7,-28000,-2065300,-120307,-1081
0.496341,-32,-128000,-2074725,-306236,-1225
0.500465,11,44000,-2060750,32811,-969
0.504662,18,72000,-2053150,87496,-925
0.508736,-29,-116000,-2060225,-349984,-1234
0.512898,-4,-16000,-2060950,-65622,-1046
0.517075,97,388000,-2052075,1093700,-279
0.521097,32,128000,-2050675,317173,-784
0.525208,18,72000,-2053100,164055,-887
0.529310,0,0,-2052150,-10937,-1007
0.533449,-7,-28000,-2057125,-131244,-1082
0.537520,92,368000,-2036900,809338,-420
0.541655,29,116000,-2029675,295299,-790
0.545792,-22,-88000,-2033600,-306236,-1185
0.550030,0,0,-2052900,65622,-970
0.554201,7,28000,-2054725,21874,-979
0.558287,-32,-128000,-2042025,-426543,-1268
0.562324,54,216000,-2036200,590598,-600
0.566377,21,84000,-2016325,174992,-858
0.570405,-7,-28000,-2038675,32811,-993
0.574466,4,16000,-2044550,98433,-942
0.578514,-50,-200000,-2051875,-557787,-1372
0.582655,-29,-116000,-2054550,-339047,-1225
0.586785,-25,-100000,-2063875,-240614,-1174
0.590921,-28,-112000,-2068025,-360921,-1241
0.595069,-39,-156000,-2042700,-546850,-1341
0.599129,25,100000,-2050525,284362,-814
0.603152,3,12000,-2039175,10937,-984
0.607186,-21,-84000,-2050575,-120307,-1101
0.611206,-28,-112000,-2061825,-174992,-1147
0.615398,88,352000,-2060575,951519,-370
0.619533,7,28000,-2043250,43748,-963
0.623677,32,128000,-2041525,371858,-753
0.627772,-25,-100000,-2041825,-273425,-1179
0.632035,-68,-272000,-2051550,-798401,-1524
0.636283,-36,-144000,-2052000,-579661,-1355
0.640348,-25,-100000,-2071050,-284362,-1199
0.644369,89,356000,-2069925,853086,-420
0.648470,25,100000,-2047600,229677,-839
0.652514,-4,-16000,-2047625,21874,-997
0.656521,40,160000,-2047250,448417,-703
0.660599,-11,-44000,-2045700,-174992,-1106
0.664734,-32,-128000,-2061325,-371858,-1251
0.668999,99,396000,-2071700,1049952,-306
0.673183,42,168000,-2071325,328110,-769
0.677283,46,184000,-2103925,601535,-644
0.681364,43,172000,-2109300,481228,-711
0.685431,43,172000,-2104275,306236,-794
0.689514,61,244000,-2112025,579661,-629
0.693510,-21,-84000,-2114800,-207803,-1175
0.697634,43,172000,-2107125,459354,-721
0.712161,18,72000,-2104050,174992,-907
0.716251,10,40000,-2112200,10937,-1006
0.720425,-36,-144000,-2102775,-426543,-1305
0.724591,-57,-228000,-2106100,-667157,-1465
0.728637,61,244000,-2117650,689031,-578
0.732801,21,84000,-2104575,98433,-939
0.736980,29,116000,-2124075,426543,-772
0.741067,-36,-144000,-2113325,-448417,-1321
