# overshoot study v1
# set_pid: 2000 25 700000
# burst: 15.0 rev/s for 0.04 s, sent at t=1.0124, stop at t=1.0524
# fatal_error: 0
t_s,error,p_term,i_term,d_term,output
0.000000,51,102000,4033875,831250,2425
0.004189,-14,-28000,3994775,-240625,1819
0.008253,18,36000,4029875,131250,2049
0.012459,-23,-46000,4030250,-503125,1700
0.016717,20,40000,4040725,350000,2163
0.021729,-58,-116000,4031625,-962500,1442
0.026179,57,114000,4040125,1268750,2648
0.035239,41,82000,4048275,656250,2337
0.039513,-33,-66000,4013000,-1356250,1265
0.043698,54,108000,4013875,875000,2440
0.047845,33,66000,4002925,525000,2243
0.051906,-4,-8000,3989550,0,1944
0.056340,-37,-74000,3991075,-371875,1731
0.062200,-46,-92000,3982900,-1334375,1248
0.066507,-8,-16000,3986675,240625,2056
0.070787,-44,-88000,3984300,-875000,1475
0.075035,-93,-186000,3995375,-1946875,909
0.079884,-5,-10000,3998500,-196875,1851
0.084036,11,22000,4005725,306250,2116
0.088249,-52,-104000,4028400,-984375,1436
0.092484,-10,-20000,4038850,-306250,1813
0.098560,-5,-10000,4018075,-196875,1861
0.102761,-17,-34000,3995675,-65625,1902
0.106779,-54,-108000,3990575,-1203125,1308
0.111008,34,68000,3956525,612500,2264
0.115148,22,44000,3979050,-393750,1772
0.119321,-74,-148000,3954425,-1115625,1314
0.123626,11,22000,3980275,240625,2072
0.128173,-16,-32000,3991650,-437500,1720
0.135103,60,120000,4012425,1378125,2691
0.139353,56,112000,4055475,1225000,2633
0.144911,9,18000,4086525,218750,2111
0.149128,40,80000,4099175,809375,2436
0.153210,-41,-82000,4094075,-721875,1607
0.157530,-22,-44000,4099650,-371875,1799
0.161661,11,22000,4096100,196875,2107
0.172159,51,102000,4084450,1312500,2685
0.176420,84,168000,4087775,1071875,2601
0.180596,-7,-14000,4097725,306250,2144
0.184798,-81,-162000,4094150,-2056250,916
0.188909,17,34000,4090650,371875,2196
0.193057,8,16000,4061625,131250,2055
0.197250,11,22000,4042775,459375,2209
0.201434,-37,-74000,4062100,-743750,1584
0.205571,9,18000,4060700,240625,2109
0.209748,72,144000,4047375,1268750,2666
0.213859,2,4000,4068325,306250,2138
0.218138,-91,-182000,4056875,-2275000,781
0.222318,18,36000,4077425,-109375,1955
0.226504,8,16000,4051000,218750,2093
0.231399,47,94000,4052775,1071875,2548
0.235570,32,64000,4032600,700000,2342
0.239701,-14,-28000,4026525,-196875,1856
0.243798,-76,-152000,4018375,-1750000,1033
0.248095,15,30000,4034925,-306250,1835
0.252189,39,78000,4048200,1290625,2645
0.256255,-68,-136000,4038000,-1290625,1275
0.260366,36,72000,4022850,787500,2384
0.265971,44,88000,4033850,1028125,2515
0.270347,6,12000,4047800,240625,2100
0.274376,18,36000,4042900,678125,2323
0.278430,-15,-30000,4054700,21875,1976
0.282727,-50,-100000,4056150,-1028125,1430
0.287363,-8,-16000,4059625,-568750,1697
0.291666,40,80000,4075950,350000,2200
0.300090,33,66000,4069450,437500,2233
0.304438,-69,-138000,4077050,-1815625,1037
