# overshoot study v1
# set_pid: 2000 25 700000
# burst: 15.0 rev/s for 0.04 s, sent at t=1.0140, stop at t=1.0540
# fatal_error: 0
t_s,error,p_term,i_term,d_term,output
0.000000,29,58000,7526850,415625,3906
0.004073,-35,-70000,7509475,-612500,3333
0.008104,7,14000,7501675,328125,3830
0.012266,-54,-108000,7504675,-1203125,3024
0.016349,-4,-8000,7525900,-328125,3511
0.020473,35,70000,7529750,393750,3903
0.024707,-4,-8000,7516375,-153125,3591
0.028812,24,48000,7526825,525000,3955
0.033000,-55,-110000,7529150,-1290625,2992
0.037164,10,20000,7557075,175000,3785
0.041248,23,46000,7572925,306250,3870
0.045294,7,14000,7578625,65625,3739
0.049315,49,98000,7562650,1290625,4371
0.053469,10,20000,7573375,721875,4060
0.057592,-21,-42000,7584400,-371875,3501
0.061727,-83,-166000,7575900,-1553125,2860
0.065792,-3,-6000,7562875,218750,3797
0.069916,49,98000,7541025,962500,4200
0.073979,-34,-68000,7516450,-1246875,3028
0.078168,21,42000,7498225,853125,4098
0.082210,-15,-30000,7502200,-65625,3616
0.086318,-14,-28000,7504225,-196875,3554
0.090466,33,66000,7522500,590625,3994
0.094529,25,50000,7528950,525000,3957
0.098576,3,6000,7533400,43750,3703
0.102638,-26,-52000,7530675,-481250,3417
0.106722,-16,-32000,7525900,-306250,3510
0.110767,79,158000,7537400,1618750,4548
0.114910,64,128000,7540225,1050000,4257
0.119097,-18,-36000,7566125,-196875,3581
0.123387,7,14000,7576650,568750,3984
0.127578,-40,-80000,7578750,-721875,3309
0.131723,-68,-136000,7560900,-1465625,2910
0.135941,65,130000,7574650,1028125,4264
0.140079,31,62000,7556500,721875,4072
0.144147,25,50000,7557575,634375,4024
0.148229,44,88000,7569775,875000,4166
0.152258,-9,-18000,7587350,-109375,3643
0.156341,-30,-60000,7597725,-831250,3275
0.160504,-30,-60000,7607500,-918750,3237
0.164582,42,84000,7591725,1137500,4303
0.168641,52,104000,7590625,1093750,4291
0.172809,38,76000,7581000,984375,4219
0.176902,-17,-34000,7572775,-371875,3499
0.181055,2,4000,7560850,175000,3779
0.185116,-45,-90000,7548650,-568750,3364
0.189327,-56,-112000,7527450,-1290625,2991
0.193553,-48,-96000,7534550,-1225000,3034
0.197684,5,10000,7545950,65625,3721
0.201852,-18,-36000,7536200,-153125,3587
0.205952,28,56000,7538375,525000,3965
0.210057,50,100000,7544475,984375,4213
0.214133,17,34000,7515975,721875,4039
0.218183,-2,-4000,7514300,65625,3699
0.222310,-21,-42000,7516175,-393750,3457
0.226466,2,4000,7514925,-43750,3650
0.230580,26,52000,7510200,765625,4066
0.234671,58,116000,7520050,1137500,4284
0.238799,38,76000,7521475,1465625,4425
0.242839,-31,-62000,7520425,-481250,3407
0.246918,-70,-140000,7538000,-1728125,2768
0.251054,70,140000,7550675,1421875,4449
0.255127,35,70000,7554100,962500,4193
0.259317,31,62000,7547025,809375,4111
0.263373,-67,-134000,7553225,-1771875,2757
0.267585,23,46000,7568925,393750,3910
0.271720,-96,-192000,7572125,-1903125,2674
0.275867,31,62000,7564550,634375,4034
0.280025,8,16000,7564475,328125,3862
0.284096,-7,-14000,7559550,0,3684
0.288324,-15,-30000,7568125,-415625,3478
0.292417,-39,-78000,7546950,-787500,3262
0.296432,52,104000,7536425,1159375,4297
0.300582,20,40000,7539225,437500,3914
0.304715,87,174000,7510500,2100000,4778
0.308884,8,16000,7518150,43750,3700
0.312987,-103,-206000,7509900,-2100000,2541
0.317012,54,108000,7498250,1181250,4291
0.321023,-16,-32000,7492000,-415625,3440
0.325115,48,96000,7480950,1356250,4362
0.329258,-52,-104000,7472825,-918750,3149
0.333407,-16,-32000,7473975,-437500,3420
0.337467,-56,-112000,7455275,-1312500,2945
0.341569,33,66000,7439275,634375,3974
0.345706,38,76000,7433275,875000,4094
0.349774,4,8000,7427475,109375,3684
0.353863,-9,-18000,7434625,-218750,3515
0.357975,6,12000,7435075,65625,3668
0.362081,-15,-30000,7419600,-218750,3501
0.366104,4,8000,7428025,393750,3823
0.370123,-59,-118000,7427975,-1181250,2993
0.374235,-10,-20000,7436900,-437500,3408
0.378263,18,36000,7451625,43750,3677
0.382271,49,98000,7443525,1137500,4238
0.386305,-56,-112000,7444750,-1443750,2875
0.390409,-6,-12000,7433950,-21875,3613
0.394548,9,18000,7428725,21875,3647
0.398603,-57,-114000,7410050,-1246875,2954
0.402621,-17,-34000,7382500,-175000,3503
0.406733,10,20000,7374300,350000,3781
0.410837,95,190000,7356250,2187500,4753
0.414872,61,122000,7353650,1203125,4238
0.419011,19,38000,7353675,568750,3887
0.423157,40,80000,7365225,1006250,4127
0.427222,-32,-64000,7372050,-787500,3184
0.431407,6,12000,7370500,284375,3744
0.435665,-26,-52000,7386200,-612500,3282
0.439903,12,24000,7383650,262500,3745
0.444081,29,58000,7379100,612500,3930
0.448290,-6,-12000,7373350,-196875,3498
0.452382,-59,-118000,7381475,-1465625,2831
0.456538,45,90000,7383650,721875,4002
0.460575,48,96000,7391475,743750,4019
0.464707,-17,-34000,7375500,-131250,3521
0.468830,23,46000,7386000,590625,3917
0.472860,40,80000,7391775,831250,4054
0.477027,14,28000,7381300,371875,3799
0.481108,-56,-112000,7386050,-1487500,2825
0.485186,-14,-28000,7369200,-437500,3371
0.489294,10,20000,7369650,131250,3672
0.493341,-44,-88000,7359275,-481250,3315
0.497415,-53,-106000,7364100,-1050000,3031
0.501533,-31,-62000,7366350,-328125,3406
0.505797,38,76000,7368925,1203125,4223
0.509980,55,110000,7364725,1662500,4462
0.514135,-36,-72000,7363775,-1159375,2994
0.518397,12,24000,7361625,612500,3905
0.522563,47,94000,7357825,1071875,4162
0.526800,44,88000,7364850,1093750,4173
0.530853,-46,-92000,7363325,-875000,3123
0.535034,-6,-12000,7380750,-328125,3438
0.539182,39,78000,7380575,809375,4037
0.543384,84,168000,7377475,1553125,4443
0.547431,11,22000,7364675,175000,3692
0.551485,47,94000,7355000,1093750,4171
0.555589,-15,-30000,7350225,-87500,3532
0.559744,-25,-50000,7365500,-393750,3380
0.563856,-50,-100000,7397350,-1115625,3018
0.568031,-35,-70000,7417875,-875000,3161
0.572128,-30,-60000,7444200,-809375,3210
0.576290,-18,-36000,7451775,-437500,3407
0.580421,7,14000,7466250,-153125,3578
0.584561,80,160000,7453000,1662500,4529
0.588663,75,150000,7447500,1771875,4575
0.592829,-27,-54000,7450075,-371875,3430
0.596978,-44,-88000,7466750,-1312500,2962
0.601106,-61,-122000,7466750,-1465625,2871
0.605291,-56,-112000,7467700,-1421875,2897
0.609358,12,24000,7464775,218750,3763
0.613371,18,36000,7466950,284375,3802
0.617453,-17,-34000,7476550,-284375,3495
0.621537,-19,-38000,7481300,-240625,3517
0.625685,-10,-20000,7491575,-175000,3563
0.629768,-7,-14000,7484600,21875,3658
0.633822,22,44000,7480075,153125,3749
0.637916,45,90000,7487000,809375,4095
0.642028,31,62000,7484900,568750,3963
0.646125,-23,-46000,7475975,-306250,3478
0.650227,-18,-36000,7464800,-175000,3542
0.654334,-84,-168000,7449425,-1903125,2626
0.658506,-20,-40000,7451750,-590625,3331
0.662630,-10,-20000,7450025,-350000,3457
