# overshoot study v1
# set_pid: 1000 25 350000
# burst: 15.0 rev/s for 0.04 s, sent at t=1.0118, stop at t=1.0518
# fatal_error: 0
t_s,error,p_term,i_term,d_term,output
0.000000,25,25000,9350575,404669,4776
0.004187,-8,-8000,9327000,-87496,4508
0.008534,54,54000,9309225,678094,4903
0.012749,-12,-12000,9304475,-87496,4495
0.016780,34,34000,9318375,404669,4764
0.020912,-25,-25000,9327850,-229677,4430
0.025033,54,54000,9341050,678094,4919
0.029094,-52,-52000,9328775,-514039,4279
0.033192,10,10000,9368625,-10937,4574
0.037347,-36,-36000,9363875,-306236,4405
0.041455,-53,-53000,9382850,-612472,4257
0.045534,-30,-30000,9374900,-174992,4477
0.049613,-2,-2000,9347775,164055,4643
0.053697,-15,-15000,9347775,-54685,4530
0.057825,-12,-12000,9356850,131244,4627
0.061848,32,32000,9344300,579661,4861
0.065918,35,35000,9338225,448417,4796
0.069983,23,23000,9367775,240614,4703
0.074134,-44,-44000,9385375,-415606,4358
0.078273,-19,-19000,9397925,-207803,4478
0.082381,34,34000,9385475,415606,4802
0.086476,-33,-33000,9379925,-240614,4446
0.090562,-37,-37000,9349725,-229677,4435
0.094614,-14,-14000,9334675,-109370,4498
0.098742,-3,-3000,9335525,-10937,4552
0.102822,-31,-31000,9339300,-317173,4390
0.106989,-21,-21000,9317450,-131244,4475
0.111069,-33,-33000,9318500,-251551,4411
0.115263,0,0,9311725,32811,4563
0.119322,34,34000,9340425,306236,4727
0.123401,16,16000,9361725,76559,4616
0.127572,61,61000,9381050,656220,4931
0.131705,23,23000,9371125,131244,4651
0.135866,-11,-11000,9371400,-87496,4528
0.140050,-48,-48000,9369725,-481228,4317
0.144080,-10,-10000,9369750,-98433,4522
0.148210,-10,-10000,9345800,10937,4564
0.152318,29,29000,9335150,568724,4850
0.156470,-16,-16000,9324450,-131244,4481
0.160547,29,29000,9340200,251551,4698
0.164622,-6,-6000,9350450,-98433,4515
0.168730,-41,-41000,9361150,-415606,4348
0.172876,1,1000,9371600,65622,4609
0.176895,7,7000,9380600,32811,4600
0.180909,-27,-27000,9368000,-196866,4465
0.184992,14,14000,9347425,251551,4694
0.189121,-29,-29000,9336525,-284362,4406
0.193299,8,8000,9332125,142181,4630
0.197423,36,36000,9343225,426543,4788
0.201510,40,40000,9364875,514039,4843
0.205633,20,20000,9388600,65622,4626
0.209779,56,56000,9385100,678094,4941
