# overshoot study v1
# set_pid: 2000 100 350000
# burst: 15.0 rev/s for 0.04 s, sent at t=1.0111, stop at t=1.0511
# fatal_error: 0
t_s,error,p_term,i_term,d_term,output
0.000001,6,12000,5677000,76559,2815
0.004267,14,28000,5674100,164055,2864
0.008379,-122,-244000,5659300,-1203070,2057
0.012496,62,124000,5681700,754653,3203
0.016718,-53,-106000,5678600,-415606,2518
0.020850,1,2000,5684000,142181,2846
0.024988,-33,-66000,5723100,-306236,2613
0.029120,-14,-28000,5667700,10937,2759
0.033282,-28,-56000,5692800,-185929,2662
0.037425,-48,-96000,5709700,-448417,2522
0.041496,-15,-30000,5706700,-87496,2729
0.045644,30,60000,5709300,437480,3031
0.049748,-84,-168000,5700600,-820275,2301
0.053934,-52,-104000,5683800,-437480,2511
0.058117,-38,-76000,5661900,-273425,2594
0.062308,57,114000,5692200,590598,3123
0.066544,-31,-62000,5697000,-240614,2634
0.070738,10,20000,5747600,131244,2880
0.075010,9,18000,5703200,229677,2906
0.079236,21,42000,5754600,207803,2932
0.083411,-7,-14000,5719400,-43748,2764
0.087609,-35,-70000,5727900,-339047,2597
0.091846,-7,-14000,5679100,43748,2788
0.096127,-13,-26000,5710700,-32811,2760
0.100361,-97,-194000,5693500,-874960,2258
0.104588,-62,-124000,5628900,-514039,2437
0.108731,-48,-96000,5685700,-524976,2473
0.112974,-1,-2000,5611300,207803,2840
0.117184,8,16000,5648500,120307,2825
0.121274,-70,-140000,5619600,-579661,2393
0.125367,-74,-148000,5702000,-689031,2375
0.129446,-15,-30000,5711700,10937,2780
0.133642,-3,-6000,5728600,120307,2853
0.137758,-39,-78000,5688000,-207803,2638
0.141826,-3,-6000,5688900,43748,2796
0.145884,-26,-52000,5667000,-185929,2651
0.150030,-25,-50000,5683200,-251551,2628
0.154237,20,40000,5707200,229677,2918
0.158412,-64,-128000,5709800,-623409,2421
0.162609,26,52000,5722800,295299,2964
0.166727,-14,-28000,5656700,-109370,2695
0.170819,25,50000,5691300,251551,2926
0.174957,70,140000,5683400,689031,3180
0.179109,14,28000,5671500,174992,2868
0.183293,21,42000,5653300,207803,2882
0.187408,-30,-60000,5745600,-415606,2573
0.191444,1,2000,5750300,-65622,2777
0.195689,23,46000,5723200,262488,2945
0.199834,24,48000,5762700,153118,2912
0.203968,-82,-164000,5655900,-864023,2260
0.208062,72,144000,5736000,721842,3224
0.212130,-16,-32000,5737700,-131244,2722
0.216219,-35,-70000,5715500,-349984,2586
0.220268,71,142000,5724100,710905,3211
0.224425,1,2000,5758400,-54685,2786
0.228498,-39,-78000,5765500,-328110,2617
0.232598,68,136000,5784900,743716,3254
0.236788,-25,-50000,5753200,-65622,2753
0.240916,-45,-90000,5732000,-404669,2557
0.245005,-22,-44000,5693600,-240614,2641
0.249063,-66,-132000,5702000,-689031,2383
0.253208,30,60000,5670900,404669,2996
0.257357,-35,-70000,5704400,-317173,2596
0.261398,-39,-78000,5672800,-317173,2577
0.265522,-9,-18000,5673000,76559,2799
