# pid_algorithm_sim v1
# alg: old
# set_pid: 2000 5 175000
# noise: 33, tau_max: 0.4, inertia: 5.4e-06, coulomb: 0.022, static: 0.13, viscous: 0.0009, load: 0, seed: 4
# move_sent_at_s: 1.000000
t_s,error,p_term,i_term,d_term,output,desired,actual,voltage
0.004736,-24,-48000,580,-213252,-128,0,24,1
0.004864,-8,-16000,365,-114828,-64,0,8,1
0.004992,-39,-78000,-110,-278868,-175,0,39,1
0.005120,20,40000,345,32808,35,0,-20,0
0.005248,-17,-34000,180,-174976,-102,0,17,1
0.005376,14,28000,15,5468,16,0,-14,0
0.005504,38,76000,270,125764,98,0,-38,0
0.005632,-34,-68000,300,-278868,-170,0,34,1
0.005760,13,26000,950,-32808,-3,0,-13,1
0.005888,-9,-18000,660,-142168,-78,0,9,1
0.006016,41,82000,1020,125764,101,0,-41,0
0.006144,-13,-26000,850,-169508,-96,0,13,1
0.006272,-32,-64000,990,-278868,-167,0,32,1
0.006400,-38,-76000,875,-306208,-187,0,38,1
0.006528,32,64000,830,87488,74,0,-32,0
0.006656,15,30000,630,0,14,0,-15,0
0.006784,-48,-96000,790,-355420,-221,0,48,1
0.006912,-3,-6000,815,-98424,-51,0,3,1
0.007040,-2,-4000,915,-98424,-50,0,2,1
0.007168,36,72000,1510,98424,83,0,-36,0
0.007296,15,30000,1315,-16404,7,0,-15,0
0.007424,34,68000,2010,71084,68,0,-34,0
0.007552,41,82000,2015,114828,97,0,-41,0
0.007680,-24,-48000,1655,-229656,-135,0,24,1
0.007808,73,146000,1965,311676,224,0,-73,0
0.007936,-12,-24000,1940,-164040,-91,0,12,1
0.008064,17,34000,1875,0,17,0,-17,0
0.008192,-8,-16000,1635,-125764,-69,0,8,1
0.008320,43,86000,1880,153104,117,0,-43,0
0.008448,17,34000,1875,5468,20,0,-17,0
0.008576,19,38000,1665,16404,27,0,-19,0
0.008704,-18,-36000,1405,-185912,-108,0,18,1
0.008832,36,72000,1565,114828,91,0,-36,0
0.008960,22,44000,1875,27340,35,0,-22,0
0.009088,59,118000,1685,240592,175,0,-59,0
0.009216,-31,-62000,2110,-284336,-169,0,31,1
0.009344,41,82000,1810,131232,105,0,-41,0
0.009472,-63,-126000,1210,-426504,-270,0,63,2
0.009600,41,82000,1115,158572,118,0,-41,0
0.009728,9,18000,1370,-27340,-4,0,-9,1
0.009856,-30,-60000,1660,-256996,-154,0,30,1
0.009984,-13,-26000,1750,-158572,-90,0,13,1
0.010112,19,38000,2010,10936,24,0,-19,0
0.010240,27,54000,2265,49212,51,0,-27,0
0.010368,-3,-6000,2420,-120296,-61,0,3,1
0.010496,-46,-92000,2300,-355420,-218,0,46,1
0.010624,31,62000,2130,92956,76,0,-31,0
0.010752,-22,-44000,1810,-196848,-117,0,22,1
0.010880,-11,-22000,1875,-136700,-77,0,11,1
0.011008,-6,-12000,1900,-114828,-61,0,6,1
0.011136,1,2000,1815,-71084,-33,0,-1,1
0.011264,77,154000,1995,349952,247,0,-77,0
0.011392,7,14000,2090,-49212,-17,0,-7,1
0.011520,-15,-30000,1515,-147636,-86,0,15,1
0.011648,-21,-42000,1515,-185912,-111,0,21,1
0.011776,-9,-18000,1050,-103892,-60,0,9,1
0.011904,58,116000,1515,256996,182,0,-58,0
0.012032,-6,-12000,1265,-98424,-54,0,6,1
0.012160,-1,-2000,1120,-71084,-36,0,1,1
0.012288,-24,-48000,1395,-213252,-127,0,24,1
0.012416,16,32000,1465,10936,21,0,-16,0
0.012544,14,28000,1840,-16404,6,0,-14,0
0.012672,4,8000,2190,-76552,-33,0,-4,1
0.012800,46,92000,2055,169508,128,0,-46,0
0.012928,2,4000,1620,-60148,-27,0,-2,1
0.013056,49,98000,2145,185912,139,0,-49,0
0.013184,-58,-116000,1925,-410100,-256,0,58,1
0.013312,12,24000,1635,-5468,9,0,-12,0
0.013440,-31,-62000,1185,-235124,-145,0,31,1
0.013568,-52,-104000,770,-339016,-216,0,52,1
0.013696,-16,-32000,930,-147636,-88,0,16,1
0.013824,-67,-134000,665,-431972,-277,0,67,2
0.013952,-3,-6000,765,-76552,-40,0,3,1
0.014080,5,10000,915,-38276,-14,0,-5,1
0.014208,4,8000,605,-32808,-12,0,-4,1
0.014336,-7,-14000,625,-98424,-55,0,7,1
0.014464,28,56000,890,87488,70,0,-28,0
0.014592,44,88000,1250,164040,123,0,-44,0
0.014720,-69,-138000,1165,-470248,-297,0,69,2
0.014848,-6,-12000,1060,-114828,-62,0,6,1
0.014976,47,94000,1140,185912,137,0,-47,0
0.015104,-13,-26000,690,-142168,-82,0,13,1
0.015232,-14,-28000,465,-142168,-83,0,14,1
0.015360,6,12000,515,-38276,-13,0,-6,1
0.015488,21,42000,170,60148,49,0,-21,0
0.015616,-34,-68000,-300,-235124,-149,0,34,1
0.015744,23,46000,-270,82020,62,0,-23,0
0.015872,78,156000,-190,382760,262,0,-78,1
0.016000,-6,-12000,100,-103892,-57,0,6,1
0.016128,15,30000,-345,27340,27,0,-15,0
0.016256,6,12000,-720,-16404,-3,0,-6,1
0.016384,-90,-180000,-1450,-535864,-351,0,90,2
0.016512,26,52000,-1375,114828,80,0,-26,0
0.016640,43,86000,-1200,202316,140,0,-43,0
0.016768,-33,-66000,-1610,-218720,-140,0,33,1
0.016896,9,18000,-1665,16404,15,0,-9,0
0.017024,-39,-78000,-1675,-262464,-168,0,39,1
0.017152,-44,-88000,-1415,-306208,-194,0,44,1
0.017280,-68,-136000,-1855,-431972,-279,0,68,2
0.017408,43,86000,-1430,174976,126,0,-43,0
0.017536,4,8000,-1380,-43744,-19,0,-4,1
0.017664,-28,-56000,-2145,-202316,-128,0,28,1
0.017792,30,60000,-2025,120296,87,0,-30,0
0.017920,-14,-28000,-1840,-136700,-82,0,14,1
0.018048,-12,-24000,-2055,-125764,-75,0,12,1
0.018176,-21,-42000,-2100,-180444,-110,0,21,1
0.018304,-20,-40000,-2050,-180444,-109,0,20,1
0.018432,-45,-90000,-2625,-300740,-193,0,45,1
0.018560,6,12000,-2810,-10936,-1,0,-6,1
0.018688,-17,-34000,-2815,-142168,-88,0,17,1
0.018816,-62,-124000,-3100,-393696,-255,0,62,1
0.018944,-55,-110000,-2910,-366356,-235,0,55,1
0.019072,3,6000,-3220,-32808,-15,0,-3,1
0.019200,-3,-6000,-3380,-65616,-37,0,3,1
0.019328,-8,-16000,-3160,-103892,-61,0,8,1
0.019456,40,80000,-2675,147636,109,0,-40,0
0.019584,-28,-56000,-3035,-224188,-139,0,28,1
0.019712,18,36000,-3275,43744,37,0,-18,0
0.019840,-30,-60000,-2880,-246060,-151,0,30,1
0.019968,-15,-30000,-3295,-147636,-89,0,15,1
0.020096,25,50000,-2855,54680,49,0,-25,0
0.020224,-35,-70000,-3300,-267932,-167,0,35,1
0.020352,-45,-90000,-3405,-322612,-204,0,45,1
0.020480,5,10000,-3070,-54680,-24,0,-5,1
0.020608,-14,-28000,-3135,-158572,-93,0,14,1
0.020736,10,20000,-3215,-21872,-3,0,-10,1
0.020864,-23,-46000,-2820,-218720,-131,0,23,1
0.020992,-13,-26000,-2705,-164040,-95,0,13,1
0.021120,4,8000,-2730,-71084,-33,0,-4,1
0.021248,-16,-32000,-2820,-180444,-106,0,16,1
0.021376,-14,-28000,-2950,-164040,-96,0,14,1
0.021504,-35,-70000,-3420,-273400,-170,0,35,1
0.021632,-6,-12000,-3290,-114828,-64,0,6,1
0.021760,26,52000,-3145,54680,50,0,-26,0
0.021888,-11,-22000,-3240,-153104,-88,0,11,1
0.022016,-12,-24000,-3165,-158572,-91,0,12,1
0.022144,16,32000,-2500,-21872,3,0,-16,0
0.022272,-10,-20000,-2580,-158572,-89,0,10,1
0.022400,-24,-48000,-2810,-235124,-140,0,24,1
0.022528,-23,-46000,-3190,-218720,-131,0,23,1
0.022656,4,8000,-3200,-60148,-28,0,-4,1
0.022784,-19,-38000,-3505,-180444,-109,0,19,1
0.022912,-35,-70000,-3745,-262464,-165,0,35,1
0.023040,-8,-16000,-4215,-98424,-58,0,8,1
0.023168,21,42000,-3985,54680,45,0,-21,0
0.023296,-4,-8000,-3705,-98424,-54,0,4,1
0.023424,1,2000,-3405,-82020,-41,0,-1,1
0.023552,-14,-28000,-3575,-158572,-93,0,14,1
0.023680,6,12000,-3700,-38276,-15,0,-6,1
0.023808,16,32000,-3610,16404,21,0,-16,0
0.023936,9,18000,-4210,-5468,4,0,-9,0
0.024064,33,66000,-3705,109360,83,0,-33,0
0.024192,-22,-44000,-3795,-196848,-120,0,22,1
0.024320,25,50000,-4040,76552,59,0,-25,0
0.024448,-9,-18000,-4415,-103892,-62,0,9,1
0.024576,-5,-10000,-4155,-92956,-53,0,5,1
0.024704,-12,-24000,-4460,-125764,-76,0,12,1
0.024832,32,64000,-4115,103892,79,0,-32,0
0.024960,7,14000,-3615,-60148,-25,0,-7,1
0.025088,72,144000,-3085,295272,212,0,-72,0
0.025216,44,88000,-2790,131232,105,0,-44,0
0.025344,49,98000,-2315,147636,118,0,-49,0
0.025472,-19,-38000,-2555,-218720,-127,0,19,1
0.025600,26,52000,-2665,43744,45,0,-26,0
0.025728,52,104000,-2200,180444,137,0,-52,0
0.025856,42,84000,-1650,103892,90,0,-42,0
0.025984,1,2000,-1215,-136700,-67,0,-1,1
0.026112,-39,-78000,-1415,-344484,-207,0,39,1
0.026240,-26,-52000,-1320,-273400,-160,0,26,1
0.026368,-55,-110000,-1405,-431972,-266,0,55,2
0.026496,27,54000,-1280,32808,41,0,-27,0
0.026624,55,110000,-775,180444,141,0,-55,0
0.026752,45,90000,-515,120296,102,0,-45,0
0.026880,14,28000,-575,-43744,-8,0,-14,1
0.027008,101,202000,190,426504,306,0,-101,1
0.027136,14,28000,245,-65616,-19,0,-14,1
0.027264,-53,-106000,520,-442908,-268,0,53,2
0.027392,1,2000,1175,-153104,-74,0,-1,1
0.027520,4,8000,1195,-131232,-60,0,-4,1
0.027648,-21,-42000,905,-256996,-146,0,21,1
0.027776,6,12000,860,-98424,-42,0,-6,1
0.027904,-67,-134000,825,-503056,-311,0,67,2
0.028032,-48,-96000,875,-399164,-242,0,48,1
0.028160,-38,-76000,930,-339016,-203,0,38,1
0.028288,-16,-32000,745,-207784,-117,0,16,1
0.028416,-26,-52000,210,-235124,-141,0,26,1
0.028544,0,0,-105,-76552,-38,0,0,1
0.028672,49,98000,105,191380,141,0,-49,0
0.028800,1,2000,-235,-71084,-34,0,-1,1
0.028928,-49,-98000,-95,-355420,-222,0,49,1
0.029056,-48,-96000,-670,-328080,-208,0,48,1
0.029184,-31,-62000,-1190,-224188,-141,0,31,1
0.029312,-39,-78000,-1280,-267932,-170,0,39,1
0.029440,-1,-2000,-1065,-65616,-34,0,1,1
0.029568,45,90000,-1080,191380,136,0,-45,0
0.029696,21,42000,-1295,60148,49,0,-21,0
0.029824,27,54000,-1405,92956,71,0,-27,0
0.029952,8,16000,-1435,-16404,-1,0,-8,1
0.030080,14,28000,-945,-5468,10,0,-14,0
0.030208,31,62000,-610,82020,70,0,-31,0
0.030336,-76,-152000,-1535,-486652,-313,0,76,2
0.030464,7,14000,-1575,-21872,-5,0,-7,1
0.030592,-28,-56000,-1910,-207784,-130,0,28,1
0.030720,-4,-8000,-1770,-82020,-45,0,4,1
0.030848,-13,-26000,-1730,-136700,-81,0,13,1
0.030976,42,84000,-1820,169508,122,0,-42,0
0.031104,51,102000,-1540,207784,150,0,-51,0
0.031232,-33,-66000,-1615,-262464,-162,0,33,1
0.031360,-16,-32000,-1585,-164040,-97,0,16,1
0.031488,14,28000,-1455,0,12,0,-14,0
0.031616,17,34000,-1150,10936,21,0,-17,0
0.031744,-6,-12000,-1155,-125764,-68,0,6,1
0.031872,-38,-76000,-1645,-289804,-180,0,38,1
0.032000,5,10000,-2410,-21872,-7,0,-5,1
0.032128,-27,-54000,-2875,-191380,-122,0,27,1
0.032256,-25,-50000,-3070,-174976,-112,0,25,1
0.032384,-33,-66000,-3715,-202316,-133,0,33,1
0.032512,-47,-94000,-4045,-273400,-182,0,47,1
0.032640,15,30000,-4100,71084,47,0,-15,0
0.032768,-10,-20000,-3790,-87488,-55,0,10,1
0.032896,-20,-40000,-3950,-142168,-91,0,20,1
0.033024,-25,-50000,-4225,-169508,-110,0,25,1
0.033152,-61,-122000,-4875,-360888,-239,0,61,1
0.033280,24,48000,-5205,125764,82,0,-24,0
0.033408,38,76000,-5130,191380,128,0,-38,0
0.033536,19,38000,-4825,65616,48,0,-19,0
0.033664,-27,-54000,-5060,-191380,-123,0,27,1
0.033792,-70,-140000,-5965,-404632,-269,0,70,2
0.033920,-21,-42000,-6070,-125764,-85,0,21,1
0.034048,-3,-6000,-6275,-32808,-23,0,3,1
0.034176,13,26000,-6215,43744,31,0,-13,0
0.034304,-11,-22000,-6420,-92956,-60,0,11,1
0.034432,5,10000,-5845,-27340,-12,0,-5,1
0.034560,15,30000,-5795,27340,25,0,-15,0
0.034688,13,26000,-5580,0,9,0,-13,0
0.034816,-3,-6000,-5685,-82020,-46,0,3,1
0.034944,21,42000,-5525,49212,41,0,-21,0
0.035072,-6,-12000,-5665,-98424,-57,0,6,1
0.035200,-19,-38000,-5550,-180444,-110,0,19,1
0.035328,-9,-18000,-4780,-147636,-84,0,9,1
0.035456,54,108000,-4375,191380,144,0,-54,0
0.035584,-22,-44000,-4585,-235124,-139,0,22,1
0.035712,-6,-12000,-4465,-147636,-81,0,6,1
0.035840,-12,-24000,-5070,-158572,-92,0,12,1
0.035968,12,24000,-5010,-27340,-5,0,-12,1
0.036096,17,34000,-5180,5468,16,0,-17,0
0.036224,-63,-126000,-5325,-442908,-281,0,63,2
0.036352,-8,-16000,-5630,-120296,-70,0,8,1
0.036480,-34,-68000,-5830,-256996,-162,0,34,1
0.036608,15,30000,-5840,16404,19,0,-15,0
0.036736,-54,-108000,-5750,-377292,-240,0,54,1
0.036864,0,0,-5950,-65616,-35,0,0,1
0.036992,1,2000,-5575,-76552,-40,0,-1,1
0.037120,48,96000,-5285,180444,132,0,-48,0
0.037248,-29,-58000,-5345,-251528,-154,0,29,1
0.037376,-13,-26000,-5435,-158572,-93,0,13,1
0.037504,-19,-38000,-5395,-196848,-118,0,19,1
0.037632,29,58000,-5070,65616,57,0,-29,0
0.037760,-6,-12000,-4805,-142168,-78,0,6,1
0.037888,-1,-2000,-4765,-114828,-60,0,1,1
0.038016,9,18000,-4400,-71084,-29,0,-9,1
0.038144,-10,-20000,-4425,-169508,-95,0,10,1
0.038272,42,84000,-4180,120296,97,0,-42,0
0.038400,12,24000,-3895,-54680,-17,0,-12,1
0.038528,-44,-88000,-3685,-371824,-227,0,44,1
0.038656,24,48000,-3145,0,21,0,-24,0
0.038784,11,22000,-3050,-65616,-23,0,-11,1
0.038912,-15,-30000,-2565,-218720,-123,0,15,1
0.039040,38,76000,-2670,92956,81,0,-38,0
0.039168,48,96000,-1925,131232,110,0,-48,0
0.039296,13,26000,-1820,-60148,-18,0,-13,1
0.039424,37,74000,-1460,71084,70,0,-37,0
0.039552,45,90000,-1105,109360,96,0,-45,0
0.039680,21,42000,-435,-38276,1,0,-21,0
0.039808,-12,-24000,-815,-196848,-109,0,12,1
0.039936,-25,-50000,-1435,-240592,-143,0,25,1
0.040064,-25,-50000,-2145,-213252,-130,0,25,1
0.040192,10,20000,-1655,-32808,-8,0,-10,1
0.040320,-35,-70000,-2045,-273400,-169,0,35,1
0.040448,-12,-24000,-1630,-158572,-90,0,12,1
0.040576,-51,-102000,-2225,-360888,-228,0,51,1
0.040704,-36,-72000,-2325,-267932,-168,0,36,1
0.040832,24,48000,-2635,82020,62,0,-24,0
0.040960,-36,-72000,-2850,-251528,-160,0,36,1
0.041088,23,46000,-3050,87488,63,0,-23,0
0.041216,29,58000,-3370,131232,90,0,-29,0
0.041344,-34,-68000,-3110,-240592,-153,0,34,1
0.041472,-37,-74000,-3535,-246060,-159,0,37,1
0.041600,14,28000,-3195,27340,25,0,-14,0
0.041728,8,16000,-2990,-21872,-5,0,-8,1
0.041856,13,26000,-3030,5468,13,0,-13,0
0.041984,-10,-20000,-3220,-120296,-71,0,10,1
0.042112,65,130000,-2945,295272,206,0,-65,0
0.042240,-2,-4000,-2675,-92956,-49,0,2,1
0.042368,40,80000,-2395,131232,101,0,-40,0
0.042496,43,86000,-2280,147636,112,0,-43,0
0.042624,17,34000,-1970,-5468,12,0,-17,0
0.042752,24,48000,-1855,32808,38,0,-24,0
0.042880,8,16000,-2270,-43744,-15,0,-8,1
0.043008,10,20000,-1460,-54680,-18,0,-10,1
0.043136,29,58000,-1320,49212,51,0,-29,0
0.043264,-12,-24000,-1260,-180444,-101,0,12,1
0.043392,24,48000,-1410,38276,41,0,-24,0
0.043520,-13,-26000,-910,-191380,-107,0,13,1
0.043648,-39,-78000,-760,-333548,-202,0,39,1
0.043776,79,158000,-380,317144,231,0,-79,0
0.043904,-24,-48000,-370,-256996,-150,0,24,1
0.044032,-10,-20000,-345,-169508,-93,0,10,1
0.044160,11,22000,-205,-54680,-17,0,-11,1
0.044288,-27,-54000,-250,-262464,-155,0,27,1
0.044416,24,48000,-315,27340,36,0,-24,0
0.044544,-35,-70000,-490,-300740,-182,0,35,1
0.044672,13,26000,-625,-27340,-1,0,-13,1
0.044800,-55,-110000,-980,-393696,-247,0,55,1
0.044928,-9,-18000,-725,-142168,-79,0,9,1
0.045056,9,18000,-590,-43744,-13,0,-9,1
0.045184,-23,-46000,-160,-235124,-138,0,23,1
0.045312,7,14000,-460,-54680,-21,0,-7,1
0.045440,41,82000,-420,136700,106,0,-41,0
0.045568,-1,-2000,-300,-103892,-52,0,1,1
0.045696,76,152000,-245,322612,231,0,-76,0
0.045824,-45,-90000,-810,-339016,-210,0,45,1
0.045952,-11,-22000,-1330,-131232,-76,0,11,1
0.046080,-27,-54000,-1375,-224188,-137,0,27,1
0.046208,8,16000,-1605,-21872,-4,0,-8,1
0.046336,-10,-20000,-1085,-142168,-80,0,10,1
0.046464,9,18000,-760,-54680,-19,0,-9,1
0.046592,-3,-6000,-905,-120296,-63,0,3,1
0.046720,22,44000,-1300,32808,36,0,-22,0
0.046848,53,106000,-1200,207784,152,0,-53,0
0.046976,-7,-14000,-905,-136700,-75,0,7,1
0.047104,24,48000,-645,32808,39,0,-24,0
0.047232,-50,-100000,-425,-393696,-242,0,50,1
0.047360,3,6000,-620,-87488,-41,0,-3,1
0.047488,51,102000,75,164040,129,0,-51,0
0.047616,-3,-6000,170,-136700,-70,0,3,1
0.047744,-45,-90000,-285,-355420,-218,0,45,1
0.047872,-54,-108000,-160,-404632,-251,0,54,1
0.048000,8,16000,-180,-49212,-17,0,-8,1
0.048128,-19,-38000,475,-218720,-126,0,19,1
0.048256,-46,-92000,655,-371824,-227,0,46,1
0.048384,23,46000,1255,0,23,0,-23,0
0.048512,-7,-14000,1425,-169508,-89,0,7,1
0.048640,21,42000,1570,-10936,15,0,-21,0
0.048768,10,20000,1640,-71084,-25,0,-10,1
0.048896,-11,-22000,2185,-196848,-106,0,11,1
0.049024,45,90000,2660,114828,101,0,-45,0
0.049152,-39,-78000,2360,-339016,-203,0,39,1
0.049280,15,30000,2575,-38276,-3,0,-15,1
0.049408,-28,-56000,2555,-273400,-160,0,28,1
0.049536,-44,-88000,2345,-355420,-216,0,44,1
0.049664,34,68000,2160,98424,82,0,-34,0
0.049792,-18,-36000,2240,-196848,-113,0,18,1
0.049920,-38,-76000,1885,-295272,-181,0,38,1
0.050048,-20,-40000,2385,-213252,-123,0,20,1
0.050176,25,50000,2990,21872,36,0,-25,0
0.050304,-28,-56000,3150,-278868,-162,0,28,1
0.050432,-34,-68000,2700,-289804,-174,0,34,1
0.050560,-50,-100000,2380,-366356,-227,0,50,1
0.050688,1,2000,1955,-60148,-28,0,-1,1
0.050816,11,22000,1410,10936,16,0,-11,0
0.050944,-43,-86000,1905,-317144,-196,0,43,1
0.051072,-22,-44000,1555,-191380,-115,0,22,1
0.051200,72,144000,2045,322612,228,0,-72,0
0.051328,6,12000,2270,-54680,-20,0,-6,1
0.051456,-9,-18000,2545,-147636,-80,0,9,1
0.051584,-13,-26000,2625,-169508,-95,0,13,1
0.051712,12,24000,2960,-38276,-6,0,-12,1
0.051840,-12,-24000,3280,-180444,-99,0,12,1
0.051968,-24,-48000,3160,-235124,-137,0,24,1
0.052096,-68,-136000,2085,-442908,-282,0,68,2
0.052224,-5,-10000,2285,-98424,-52,0,5,1
0.052352,26,52000,2655,65616,58,0,-26,0
0.052480,14,28000,2930,-16404,7,0,-14,0
0.052608,-14,-28000,2495,-158572,-90,0,14,1
0.052736,35,70000,2770,103892,86,0,-35,0
0.052864,15,30000,2520,0,15,0,-15,0
0.052992,-5,-10000,2970,-125764,-65,0,5,1
0.053120,33,66000,3455,71084,68,0,-33,0
0.053248,15,30000,3845,-43744,-5,0,-15,1
0.053376,-4,-8000,3520,-131232,-67,0,4,1
0.053504,21,42000,4220,-10936,17,0,-21,0
0.053632,78,156000,4555,306208,227,0,-78,0
0.053760,-21,-42000,4500,-246060,-139,0,21,1
0.053888,-45,-90000,4665,-382760,-229,0,45,1
0.054016,-22,-44000,4130,-229656,-132,0,22,1
0.054144,14,28000,3985,-16404,7,0,-14,0
0.054272,46,92000,4235,164040,127,0,-46,0
0.054400,-49,-98000,4000,-360888,-223,0,49,1
0.054528,42,84000,5010,125764,104,0,-42,0
0.054656,-53,-106000,5030,-410100,-250,0,53,1
0.054784,13,26000,5380,-43744,-7,0,-13,1
0.054912,-25,-50000,5300,-251528,-145,0,25,1
0.055040,30,60000,5655,43744,53,0,-30,0
0.055168,30,60000,6135,32808,48,0,-30,0
0.055296,2,4000,6225,-120296,-54,0,-2,1
0.055424,-49,-98000,6200,-399164,-240,0,49,1
0.055552,34,68000,6230,76552,73,0,-34,0
0.055680,50,100000,5900,180444,139,0,-50,0
0.055808,2,4000,5195,-71084,-31,0,-2,1
0.055936,55,110000,5430,218720,163,0,-55,0
0.056064,14,28000,5420,-10936,10,0,-14,0
0.056192,-25,-50000,5470,-229656,-134,0,25,1
0.056320,-16,-32000,5650,-185912,-104,0,16,1
0.056448,35,70000,5860,92956,82,0,-35,0
0.056576,-4,-8000,5490,-114828,-58,0,4,1
0.056704,54,108000,5930,196848,151,0,-54,0
0.056832,-7,-14000,5995,-147636,-76,0,7,1
0.056960,-4,-8000,6105,-136700,-68,0,4,1
0.057088,29,58000,6140,43744,52,0,-29,0
0.057216,-51,-102000,6065,-399164,-242,0,51,1
0.057344,31,62000,6770,43744,54,0,-31,0
0.057472,1,2000,7115,-136700,-63,0,-1,1
0.057600,50,100000,7600,131232,116,0,-50,0
0.057728,-64,-128000,7475,-497588,-302,0,64,2
0.057856,2,4000,7960,-136700,-61,0,-2,1
0.057984,14,28000,7915,-60148,-12,0,-14,1
0.058112,-43,-86000,7165,-344484,-207,0,43,1
0.058240,-34,-68000,6680,-273400,-164,0,34,1
0.058368,-50,-100000,6580,-360888,-222,0,50,1
0.058496,-35,-70000,6810,-278868,-168,0,35,1
0.058624,40,80000,7135,131232,106,0,-40,0
0.058752,35,70000,7315,98424,85,0,-35,0
0.058880,-24,-48000,7125,-224188,-130,0,24,1
0.059008,-24,-48000,7055,-224188,-130,0,24,1
0.059136,13,26000,7190,-16404,8,0,-13,0
0.059264,-49,-98000,7050,-360888,-221,0,49,1
0.059392,34,68000,7215,103892,87,0,-34,0
0.059520,-8,-16000,7335,-136700,-71,0,8,1
0.059648,4,8000,7410,-71084,-28,0,-4,1
0.059776,13,26000,7875,-38276,-3,0,-13,1
0.059904,-3,-6000,7710,-114828,-56,0,3,1
0.060032,-30,-60000,7685,-262464,-154,0,30,1
0.060160,17,34000,7740,0,20,0,-17,0
0.060288,9,18000,7980,-49212,-12,0,-9,1
0.060416,-4,-8000,8015,-120296,-59,0,4,1
0.060544,37,74000,8270,103892,90,0,-37,0
0.060672,30,60000,8940,43744,55,0,-30,0
0.060800,-18,-36000,8715,-213252,-118,0,18,1
0.060928,-39,-78000,8470,-317144,-189,0,39,1
0.061056,-29,-58000,8180,-251528,-148,0,29,1
0.061184,2,4000,8330,-82020,-35,0,-2,1
0.061312,-2,-4000,8465,-114828,-54,0,2,1
0.061440,24,48000,8190,43744,48,0,-24,0
0.061568,22,44000,8370,27340,38,0,-22,0
0.061696,22,44000,8410,27340,38,0,-22,0
0.061824,-24,-48000,8625,-240592,-137,0,24,1
0.061952,15,30000,8590,-16404,10,0,-15,0
0.062080,-22,-44000,8480,-213252,-122,0,22,1
0.062208,1,2000,8485,-82020,-35,0,-1,1
0.062336,60,120000,8780,240592,180,0,-60,0
0.062464,6,12000,8590,-54680,-17,0,-6,1
0.062592,7,14000,8540,-43744,-11,0,-7,1
0.062720,-90,-180000,8395,-579608,-367,0,90,2
0.062848,-35,-70000,8175,-256996,-156,0,35,1
0.062976,10,20000,8305,-10936,8,0,-10,0
0.063104,56,112000,8430,246060,178,0,-56,0
0.063232,4,8000,9210,-76552,-29,0,-4,1
0.063360,-28,-56000,8670,-240592,-141,0,28,1
0.063488,-4,-8000,8340,-92956,-46,0,4,1
0.063616,28,56000,7960,98424,79,0,-28,0
0.063744,-32,-64000,7585,-235124,-143,0,32,1
0.063872,18,36000,7505,49212,45,0,-18,0
0.064000,30,60000,7210,120296,91,0,-30,0
0.064128,-21,-42000,6925,-164040,-98,0,21,1
0.064256,-46,-92000,6715,-306208,-192,0,46,1
0.064384,26,52000,6555,92956,73,0,-26,0
0.064512,42,84000,6675,174976,129,0,-42,0
0.064640,-26,-52000,6695,-207784,-124,0,26,1
